species,mycorrhiza type,
Betula humilis,AM; others not addressed,
Betula humilis,EcM; others not addressed,
Betula humilis,EcM; others not addressed,
Betula humilis,EcM; others not addressed,
Betula humilis,EcM; others not addressed,
Betula insignis,EcM; others not addressed,
Betula lenta,EcM; others not addressed,
Betula lenta,EcM; no others,
Betula litwinowii,EcM; others not addressed,
Betula luminifera,EcM; others not addressed,
Betula luminifera,EcM; others not addressed,
Betula maximowicziana,EcM; no others,
Betula microphylla,AM; others not addressed,
Betula microphylla,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,non-AM; others not addressed,
Betula nana,EcM; no others,
Betula nana,EcM; no others,
Betula nana,EcM; no others,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nana,EcM; no others,
Betula nana,EcM; no others,
Betula nana,EcM; others not addressed,
Betula nana,EcM; others not addressed,
Betula nigra,EcM; no others,
Betula occidentalis,AM; others not addressed,
Betula occidentalis,EcM; others not addressed,
Betula occidentalis,EcM; no others,
Betula occidentalis,EcM; no others,
Betula occidentalis,EcM; no others,
Betula papyrifera,AM; others not addressed,
Betula papyrifera,EcM; no others,
Betula papyrifera,EcM; no others,
Betula papyrifera,EcM; no others,
Betula papyrifera,EcM; others not addressed,
Betula papyrifera,EcM; no others,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,AM; no others,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula pendula,EcM; others not addressed,
Betula platyphylla,AM; others not addressed,
Betula platyphylla,EcM; others not addressed,
Betula platyphylla,EcM; no others,
Betula platyphylla submandshurica,EcM; others not addressed,
Betula populifolia,EcM; others not addressed,
Betula pubescens,AM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; no others,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; no others,
Betula pubescens,EcM; no others,
Betula pubescens,EcM; no others,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens,EcM; others not addressed,
Betula pubescens var. pumila,EcM; others not addressed,
Betula pubescens var. pumila,EcM; others not addressed,
Betula pumila,"EcM,AM",
Betula pumila,EcM; no others,
Betula raddeana,EcM; others not addressed,
Betula schmidtii,AM; others not addressed,
Betula schmidtii,EcM; others not addressed,
Betula schmidtii,EcM; others not addressed,
Betula utilis,EcM; others not addressed,
Beyeria cinerea,AM; no others,
Beyeria lechenaultii,AM; no others,
Bhesa ,AM; no others,
Bhesa paniculata,EcM; no others,
Bhidea fischeri,AM; others not addressed,
Bidens asymmetrica,AM; others not addressed,
Bidens bipinnata,AM; others not addressed,
Bidens bipinnata,AM; others not addressed,
Bidens bipinnata,AM; others not addressed,
Bidens bipinnata,AM; others not addressed,
Bidens bipinnata,AM; others not addressed,
Bidens bipinnata,AM; no others,
Bidens biternata,AM; others not addressed,
Bidens biternata,AM; no others,
Bidens biternata,AM; no others,
Bidens biternata,non-mycorrhizal (checked for all types),
Bidens cosmoides,AM; no others,
Bidens frondosa,AM; others not addressed,
Bidens frondosa,AM; others not addressed,
Bidens frondosa,AM; others not addressed,
Bidens frondosa,AM; others not addressed,
Bidens frondosa,AM; no others,
Bidens frondosa,AM; no others,
Bidens pilosa,AM; no others,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,non-AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; others not addressed,
Bidens pilosa,AM; no others,
Bidens pilosa,AM; no others,
Bidens pilosa,AM; no others,
Bidens sandvicensis,AM; no others,
Bidens sandvicensis,AM; others not addressed,
Bidens tripartita,AM; others not addressed,
Bidens tripartita,AM; others not addressed,
Bidens tripartita,AM; others not addressed,
Bidens tripartita,AM; others not addressed,
Bidens tripartita,AM; others not addressed,
Bidens tripartita,AM; others not addressed,
Bidens tripartita ,AM; others not addressed,
Bidens tripartita ,non-mycorrhizal (checked for all types),
Bidens tripartita ,AM; others not addressed,
Biebersteinia multifida,AM; others not addressed,
Bikinia le-testui,EcM; others not addressed,
Bikinia le-testui,EcM; others not addressed,
Bikinia le-testui suble-testui,EcM; others not addressed,
Billardiera bicolor,AM; no others,
Billardiera heterophylla,AM; no others,
Billardiera heterophylla,AM; no others,
Billardiera scandens,AM; no others,
Billbergia distachia,non-mycorrhizal (checked for all types),
Biophytum longibracteatum,AM; others not addressed,
Biophytum sensitivum,AM; others not addressed,
Biophytum sensitivum,AM; others not addressed,
Biophytum sensitivum,non-AM; others not addressed,
Biophytum sensitivum,AM; others not addressed,
Biophytum sensitivum,non-mycorrhizal (checked for all types),
Bischofia javanica,AM; no others,
Bischofia javanica,AM; no others,
Bischofia javanica,AM; no others,
Bischofia javanica,AM; others not addressed,
Bischofia javanica,AM; no others,
Bischofia polycarpa,AM; others not addressed,
Bischofia polycarpa,AM; others not addressed,
Bischofia polycarpa,AM; others not addressed,
Biscutella auriculata,non-mycorrhizal (checked for all types),
Biscutella didyma,non-mycorrhizal (checked for all types),
Biscutella frutescens,non-mycorrhizal (checked for all types),
Biscutella intermedia,AM; others not addressed,
Biscutella laevigata,non-mycorrhizal (checked for all types),
Biscutella laevigata,AM; others not addressed,
Biscutella laevigata,AM; others not addressed,
Biscutella laevigata,AM; others not addressed,
Biscutella valentina,non-mycorrhizal (checked for all types),
Bistorta bistortoides,AM; others not addressed,
Bistorta bistortoides,EcM; others not addressed,
Bistorta bistortoides,AM; no others,
Bistorta bistortoides,AM; no others,
Bistorta bistortoides,AM; no others,
Bistorta bistortoides,non-mycorrhizal (checked for all types),
Bixa orellana,AM; others not addressed,
Bixa orellana,AM; others not addressed,
Blackstonia perfoliata,AM; no others,
Blackstonia perfoliata,AM; others not addressed,
Blackstonia perfoliata,AM; others not addressed,
Blackstonia perfoliata,non-mycorrhizal (checked for all types),
Blackstonia perfoliata,AM; others not addressed,
Blackstonia perfoliata,AM; others not addressed,
Blakea princeps,AM; others not addressed,
Blechnopsis orientalis,AM; others not addressed,
Blechnum appendiculatum,non-mycorrhizal (checked for all types),
Blechnum attenuatum,AM; others not addressed,
Blechnum australe,AM; others not addressed,
Blechnum banksii,AM; no others,
Blechnum capense,AM; no others,
Blechnum chilense,AM; no others,
Blechnum chilense,AM; no others,
Blechnum cordatum,AM; no others,
Blechnum discolor,AM; no others,
Blechnum divergens,AM; no others,
Blechnum divergens,AM; no others,
Blechnum filiforme,AM; no others,
Blechnum fluviatile,AM; no others,
Blechnum lanceola,AM; no others,
Blechnum membranaceum,AM; no others,
Blechnum minus,AM; no others,
Blechnum nigrum,AM; no others,
Blechnum nipponicum,AM; no others,
Blechnum occidentale,AM; others not addressed,
Blechnum occidentale,non-mycorrhizal (checked for all types),
Blechnum orientale,AM; others not addressed,
Blechnum orientale,AM; others not addressed,
Blechnum orientale,AM; others not addressed,
Blechnum orientale,AM; others not addressed,
Blechnum orientale,non-mycorrhizal (checked for all types),
Blechnum patersonii,AM; no others,
Blechnum penna marina,AM; others not addressed,
Blechnum penna-marina,AM; no others,
Blechnum penna-marina,AM; no others,
Blechnum penna-marina,AM; no others,
Blechnum punctulatum,AM; others not addressed,
Blechnum schiedeanum,AM; no others,
Blechnum spicant,AM; others not addressed,
Blechnum spicant,AM; others not addressed,
Blechnum spicant,AM; others not addressed,
Blechnum spicant,non-mycorrhizal (checked for all types),
Blechnum spicant,AM; others not addressed,
Blechnum spicant,AM; others not addressed,
Blechnum spicant,AM; others not addressed,
Blechnum spicant,AM; others not addressed,
Blechnum sprucei,AM; no others,
Blechnum vulcanicum,AM; no others,
Blennodia pterosperma,non-mycorrhizal (checked for all types),
Blennodia pterosperma,non-mycorrhizal (checked for all types),
Blennospora drummondii,EcM; no others,
Blennospora drummondii,AM; no others,
Blennospora phlegmatocarpa,EcM; no others,
Blepharis maderaspatensis,AM; others not addressed,
Bletilla striata,AM; others not addressed,
Blighia welwitschii,AM; others not addressed,
Blighia welwitschii,AM; no others,
Blumea,non-mycorrhizal (checked for all types),
Blumea axillaris,non-mycorrhizal (checked for all types),
Blumea bifoliata,non-AM; others not addressed,
Blumea lacera,AM; no others,
Blumea obliqua,non-AM; others not addressed,
Blumea oxyodonta,non-mycorrhizal (checked for all types),
Blumea virens,non-mycorrhizal (checked for all types),
Blutaparon vermiculare,AM; others not addressed,
Blutaparon vermiculare,non-mycorrhizal (checked for all types),
Blysmus compressus,non-mycorrhizal (checked for all types),
Blysmus rufus,non-mycorrhizal (checked for all types),
Blyxa echinosperma,non-mycorrhizal (checked for all types),
Blyxa japonica,non-mycorrhizal (checked for all types),
Blyxa octandra,AM; others not addressed,
Blyxa octandra,AM; others not addressed,
Blyxa octandra,AM; others not addressed,
Bocoa prouacensis,AM; others not addressed,
Boea hygrometrica,AM; no others,
Boechera breweri,non-mycorrhizal (checked for all types),
Boechera canadensis,non-mycorrhizal (checked for all types),
Boechera cobrensis,non-mycorrhizal (checked for all types),
Boechera cusickii,non-mycorrhizal (checked for all types),
Boechera demissa,non-mycorrhizal (checked for all types),
Boechera dentata,non-mycorrhizal (checked for all types),
Boechera fendleri,non-mycorrhizal (checked for all types),
Boechera fernaldiana,non-mycorrhizal (checked for all types),
Boechera fruticosa,non-mycorrhizal (checked for all types),
Boechera gracilenta,non-mycorrhizal (checked for all types),
Boechera gracilipes,non-mycorrhizal (checked for all types),
Boechera holboellii,non-mycorrhizal (checked for all types),
Boechera holboellii,non-mycorrhizal (checked for all types),
Boechera koehleri,non-mycorrhizal (checked for all types),
Boechera lemmonii,non-mycorrhizal (checked for all types),
Boechera lemmonii,non-mycorrhizal (checked for all types),
Boechera lyallii,non-mycorrhizal (checked for all types),
Boechera microphylla,non-mycorrhizal (checked for all types),
Boechera missouriensis,AM; others not addressed,
Boechera nuttallii,non-mycorrhizal (checked for all types),
Boechera pendulina,non-mycorrhizal (checked for all types),
Boechera perennans,AM; others not addressed,
Boechera perstellata,non-mycorrhizal (checked for all types),
Boechera platysperma,non-mycorrhizal (checked for all types),
Boechera puberula,non-mycorrhizal (checked for all types),
Boechera pulchra,non-mycorrhizal (checked for all types),
Boechera rectissima,non-mycorrhizal (checked for all types),
Boechera repanda,non-mycorrhizal (checked for all types),
Boechera serotina,non-mycorrhizal (checked for all types),
Boechera sparsiflora,non-mycorrhizal (checked for all types),
Boechera stricta,non-mycorrhizal (checked for all types),
Boechera stricta,non-mycorrhizal (checked for all types),
Boechera suffrutescens,non-mycorrhizal (checked for all types),
Boehmeria japonica,non-mycorrhizal (checked for all types),
Boehmeria japonica,non-mycorrhizal (checked for all types),
Boehmeria nivea,AM; others not addressed,
Boehmeria nivea,AM; others not addressed,
Boehmeria zollingeriana,AM; others not addressed,
Boehmeria zollingeriana,AM; others not addressed,
Boenninghausenia albiflora,AM; others not addressed,
Boenninghausenia japonica,AM; others not addressed,
Boerhavia coccinea,AM; others not addressed,
Boerhavia coccinea,non-mycorrhizal (checked for all types),
Boerhavia diffusa,AM; others not addressed,
Boerhavia diffusa,non-AM; others not addressed,
Boerhavia diffusa,AM; others not addressed,
Boerhavia diffusa,non-mycorrhizal (checked for all types),
Boerhavia diffusa,AM; others not addressed,
Boerhavia diffusa,non-mycorrhizal (checked for all types),
Boerhavia diffusa,AM; others not addressed,
Boerhavia diffusa,non-mycorrhizal (checked for all types),
Boerhavia diffusa,AM; no others,
Boerhavia diffusa,AM; no others,
Boerhavia diffusa,AM; no others,
Boerhavia diffusa,non-mycorrhizal (checked for all types),
Boerhavia diffusa,AM; no others,
Boerhavia heronensis,non-mycorrhizal (checked for all types),
Boerhavia plumbaginea,non-mycorrhizal (checked for all types),
Boerhavia repens,non-mycorrhizal (checked for all types),
Boerhavia spicata,AM; others not addressed,
Boerhavia tetrandra,non-mycorrhizal (checked for all types),
Bolbitis,AM; no others,
Bolbitis hekouensis,AM; others not addressed,
Bolbitis heteroclita,AM; others not addressed,
Bolbitis lindigii,AM; no others,
Bolboschoenus caldwellii,non-mycorrhizal (checked for all types),
Bolboschoenus fluviatilis,AM; others not addressed,
Bolboschoenus fluviatilis,non-mycorrhizal (checked for all types),
Bolboschoenus fluviatilis,AM; others not addressed,
Bolboschoenus maritimus,AM; others not addressed,
Bolboschoenus maritimus,AM; others not addressed,
Bolboschoenus maritimus,AM; no others,
Bolboschoenus maritimus,AM; others not addressed,
Bolboschoenus maritimus,AM; others not addressed,
Bolboschoenus maritimus,non-mycorrhizal (checked for all types),
Bolboschoenus maritimus,AM; others not addressed,
Bolboschoenus maritimus,AM; others not addressed,
Bolboschoenus maritimus,non-mycorrhizal (checked for all types),
Bolboschoenus maritimus,non-mycorrhizal (checked for all types),
Bolboschoenus maritimus,AM; no others,
Bolboschoenus maritimus subaffinis,non-mycorrhizal (checked for all types),
Bolboschoenus robustus,AM; others not addressed,
Bolboschoenus robustus,AM; others not addressed,
Bolboschoenus yagara,AM; others not addressed,
Bomarea ovallei,AM; others not addressed,
Bombax anceps,AM; no others,
Bombax ceiba,non-mycorrhizal (checked for all types),
Bombax ceiba,AM; others not addressed,
Bombax ceiba,AM; others not addressed,
Bombax ceiba,AM; others not addressed,
Bombax ceiba,AM; no others,
Bombax ceiba,AM; no others,
Bombax ceiba,AM; others not addressed,
Bombax ceiba,AM; no others,
Bombax ceiba,AM; no others,
Bonellia macrocarpa subpungens,AM; others not addressed,
Borago officinalis,non-mycorrhizal (checked for all types),
Borago officinalis,AM; no others,
Borassus flabellifer,AM; no others,
Boronia coerulescens,AM; no others,
Boronia spathulata,AM; no others,
Boronia spathulata,AM; no others,
Boronia spathulata,AM; no others,
Boronia thujona,AM; others not addressed,
Borreria breviflora,AM; no others,
Borreria exserta,AM; no others,
Borya mirabilis,"EcM,AM",
Boscia angustifolia,AM; others not addressed,
Bossiaea aquifolium,AM; no others,
Bossiaea aquifolium,AM; no others,
Bossiaea aquifolium,AM; no others,
Bossiaea bossiaeoides,AM; no others,
Bossiaea bossiaeoides,AM; no others,
Bossiaea eriocarpa,AM; no others,
Bossiaea obcordata,AM; others not addressed,
Bossiaea ornata,AM; no others,
Bossiaea ornata,AM; no others,
Bossiaea ornata,AM; no others,
Bossiaea prostrata,AM; no others,
Boswellia papyrifera,AM; others not addressed,
Boswellia papyrifera,AM; others not addressed,
Boswellia papyrifera,AM; others not addressed,
Bothriochloa ,AM; others not addressed,
Bothriochloa insculpta,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; others not addressed,
Bothriochloa ischaemum,AM; no others,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,non-AM; others not addressed,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,AM; others not addressed,
Bothriochloa pertusa,AM; no others,
Botrychium ,non-mycorrhizal (checked for all types),
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; no others,
Botrychium lunaria,AM; no others,
Botrychium lunaria,AM; no others,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunaria,AM; others not addressed,
Botrychium lunatum,AM; others not addressed,
Botrychium robustum,AM; no others,
Botrychium simplex,AM; others not addressed,
Botrychium virginianum,AM; others not addressed,
Botrychium virginianum,AM; no others,
Botrychium virginianum,AM; others not addressed,
Botrychium virginianum,non-mycorrhizal (checked for all types),
Botrychium virginianum,AM; no others,
Botrychium virginicum,AM; others not addressed,
Bouea,AM; no others,
Bouea,AM; no others,
Bougainvillea spectabilis,non-mycorrhizal (checked for all types),
Bougainvillea spectabilis,AM; others not addressed,
Bougainvillea spectabilis,AM; others not addressed,
Bougainvillea spectabilis,AM; no others,
Bourreria havanensis,AM; no others,
Bourreria sonorae,AM; others not addressed,
Bourreria sonorae,AM; no others,
Bouteloua aristidoides,AM; others not addressed,
Bouteloua curtipendula,AM; no others,
Bouteloua curtipendula,AM; no others,
Bouteloua repens,AM; others not addressed,
Bowringia callicarpa,AM; others not addressed,
Brachiaria,AM; no others,
Brachiaria decumbens,AM; no others,
Brachiaria decumbens,AM; others not addressed,
Brachiaria decumbens,AM; others not addressed,
Brachiaria eruciformis,AM; others not addressed,
Brachiaria eruciformis,non-mycorrhizal (checked for all types),
Brachiaria holosericea,AM; no others,
Brachiaria humidicola,AM; others not addressed,
Brachiaria humidicola,AM; others not addressed,
Brachiaria ramosa,AM; others not addressed,
Brachiaria ramosa,non-mycorrhizal (checked for all types),
Brachiaria ramosa,non-AM; others not addressed,
Brachiaria ramosa,AM; others not addressed,
Brachiaria reptans,non-AM; others not addressed,
Brachiaria reptans,non-AM; others not addressed,
Brachyachne ciliaris,AM; no others,
Brachyachne ciliaris,AM; no others,
Brachychiton diversifolius,non-mycorrhizal (checked for all types),
Brachychiton megaphyllus,AM; no others,
Brachychiton megaphyllus,non-mycorrhizal (checked for all types),
Brachychiton paradoxum,AM; no others,
Brachycome perpusilla,AM; no others,
Brachyloma daphnoides,AM; others not addressed,
Brachyloma daphnoides,EcM; others not addressed,
Brachypodium distachyon,non-mycorrhizal (checked for all types),
Brachypodium distachyon,AM; others not addressed,
Brachypodium distachyon,AM; others not addressed,
Brachypodium distachyon,AM; others not addressed,
Brachypodium distachyon,non-mycorrhizal (checked for all types),
Brachypodium phoenicoides,non-mycorrhizal (checked for all types),
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,non-mycorrhizal (checked for all types),
Brachypodium pinnatum,AM; others not addressed,
Brachypodium pinnatum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; no others,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachypodium sylvaticum,AM; others not addressed,
Brachyscome iberidifolia,AM; no others,
Brachyscome lineariloba,AM; no others,
Brachysema uniflorum,AM; no others,
Brachystegia,EcM; others not addressed,
Brachystegia boehmii,EcM; no others,
Brachystegia boehmii,EcM; no others,
Brachystegia boehmii,EcM; others not addressed,
Brachystegia boehmii,EcM; no others,
Brachystegia boehmii,EcM; others not addressed,
Brachystegia bussei,EcM; no others,
Brachystegia bussei,EcM; others not addressed,
Brachystegia bussei,EcM; others not addressed,
Brachystegia cynometroides,EcM; others not addressed,
Brachystegia eurycoma,EcM; others not addressed,
Brachystegia eurycoma,EcM; others not addressed,
Brachystegia eurycoma,EcM; no others,
Brachystegia floribunda,EcM; no others,
Brachystegia floribunda,EcM; others not addressed,
Brachystegia laurentii,EcM; others not addressed,
Brachystegia laurentii,EcM; others not addressed,
Brachystegia leonensis,EcM; others not addressed,
Brachystegia longifolia,EcM; no others,
Brachystegia longifolia,EcM; no others,
Brachystegia longifolia,EcM; no others,
Brachystegia longifolia,EcM; others not addressed,
Brachystegia longifolia,EcM; others not addressed,
Brachystegia longifolia,EcM; others not addressed,
Brachystegia longifolia,EcM; others not addressed,
Brachystegia microphylla,EcM; no others,
Brachystegia microphylla,EcM; others not addressed,
Brachystegia microphylla,EcM; no others,
Brachystegia microphylla,EcM; others not addressed,
Brachystegia spiciformis,EcM; no others,
Brachystegia spiciformis,EcM; others not addressed,
Brachystegia spiciformis,EcM; no others,
Brachystegia spiciformis,EcM; others not addressed,
Brachystegia spiciformis,EcM; others not addressed,
Brachystegia spiciformis,EcM; others not addressed,
Brachystegia spiciformis,EcM; others not addressed,
Brachystegia spiciformis,EcM; others not addressed,
Brachystegia utilis,EcM; others not addressed,
Brachystegia utilis,EcM; no others,
Brachystegia zenkeri,EcM; others not addressed,
Brackenridgea nitida,non-mycorrhizal (checked for all types),
Brainea insignis,AM; others not addressed,
Brainea insignis,AM; others not addressed,
Brasenia schreberi,non-mycorrhizal (checked for all types),
Brasiliopuntia brasiliensis,non-mycorrhizal (checked for all types),
Brassica,non-mycorrhizal (checked for all types),
Brassica aucheri,non-mycorrhizal (checked for all types),
Brassica balearica,non-mycorrhizal (checked for all types),
Brassica barrelieri,non-mycorrhizal (checked for all types),
Brassica cretica,non-mycorrhizal (checked for all types),
Brassica deflexa,non-mycorrhizal (checked for all types),
Brassica elongata,AM; others not addressed,
Brassica fruticulosa,non-mycorrhizal (checked for all types),
Brassica juncea,non-AM; others not addressed,
Brassica juncea,AM; others not addressed,
Brassica juncea,non-mycorrhizal (checked for all types),
Brassica juncea,AM; others not addressed,
Brassica juncea,AM; others not addressed,
Brassica juncea,non-mycorrhizal (checked for all types),
Brassica napus,AM; no others,
Brassica napus,non-mycorrhizal (checked for all types),
Brassica napus,non-mycorrhizal (checked for all types),
Brassica napus,non-mycorrhizal (checked for all types),
Brassica napus,AM; others not addressed,
Brassica napus ,AM; others not addressed,
Brassica nigra,non-mycorrhizal (checked for all types),
Brassica nigra,non-mycorrhizal (checked for all types),
Brassica nigra,non-mycorrhizal (checked for all types),
Brassica nigra,non-mycorrhizal (checked for all types),
Brassica nigra,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,AM; others not addressed,
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,AM; others not addressed,
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,AM; others not addressed,
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica oleracea,non-mycorrhizal (checked for all types),
