species,mycorrhiza type,
Pseudopanax crassifolius,AM; others not addressed,
Pseudophegopteris pyrrhorachis,AM; others not addressed,
Pseudophegopteris yunkweiensis,AM; others not addressed,
Pseudophoenix sargentii,AM; no others,
Pseudoraphis,AM; no others,
Pseudoraphis spinescens,non-AM; others not addressed,
Pseudoraphis spinescens,non-mycorrhizal (checked for all types),
Pseudoraphis spinescens,non-mycorrhizal (checked for all types),
Pseudoraphis spinescens,non-mycorrhizal (checked for all types),
Pseudoraphis spinescens,non-mycorrhizal (checked for all types),
Pseudorchis albida,OM,
Pseudorchis albida,OM,
Pseudorchis albida,OM,
Pseudorchis albida,OM,
Pseudorchis albida,OM,
Pseudorchis albida,OM,
Pseudorchis albida,OM,
Pseudoroegneria gracillima,AM; others not addressed,
Pseudosasa amabilis,AM; others not addressed,
Pseudosasa japonica,AM; others not addressed,
Pseudosindora palustris,AM; no others,
Pseudostellaria heterophylla,non-mycorrhizal (checked for all types),
Pseudostellaria sylvatica,AM; others not addressed,
Pseudostellaria sylvatica,AM; others not addressed,
Pseudostellaria sylvatica,AM; others not addressed,
Pseudostellaria sylvatica,AM; others not addressed,
Pseudostellaria sylvatica,AM; others not addressed,
Pseudostellaria sylvatica,AM; others not addressed,
Pseudostellaria sylvatica,non-mycorrhizal (checked for all types),
Pseudotsuga japonica,EcM; others not addressed,
Pseudotsuga macrocarpa,EcM; others not addressed,
Pseudotsuga macrocarpa,EcM; no others,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; no others,
Pseudotsuga menziesii,EcM; no others,
Pseudotsuga menziesii,EcM; no others,
Pseudotsuga menziesii,"EcM,AM",
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii,AM; others not addressed,
Pseudotsuga menziesii,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; others not addressed,
Pseudotsuga menziesii ,EcM; no others,
Pseudotsuga menziesii var. glauca,EcM; others not addressed,
Pseudotsuga menziesii var. glauca,EcM; others not addressed,
Pseudotsuga sinensis,EcM; no others,
Pseudowintera colorata,AM; others not addressed,
Pseudowintera colorata,AM; others not addressed,
Pseuduvaria trimera,non-mycorrhizal (checked for all types),
Psiadia altissima,AM; no others,
Psidium ,AM; no others,
Psidium ,AM; no others,
Psidium cattleianum,AM; no others,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; no others,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; no others,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guajava,AM; others not addressed,
Psidium guayava,AM; others not addressed,
Psidium guineense,AM; others not addressed,
Psilotrichum,non-AM; others not addressed,
Psilotum,AM; others not addressed,
Psilotum,non-mycorrhizal (checked for all types),
Psilotum nudum,AM; others not addressed,
Psilotum nudum ,AM; no others,
Psophocarpus tetragonolobus,AM; others not addressed,
Psoralea bituminosa,AM; no others,
Psoralea pinnata,AM; others not addressed,
Psoralea pinnata,AM; others not addressed,
Psoralea pinnata,AM; no others,
Psorothamnus schottii,AM; others not addressed,
Psorothamnus spinosus,AM; others not addressed,
Psorothamnus spinosus,AM; others not addressed,
Psychotria,AM; no others,
Psychotria ,AM; others not addressed,
Psychotria ,AM; no others,
Psychotria ,AM; no others,
Psychotria asiatica,AM; others not addressed,
Psychotria asiatica,AM; no others,
Psychotria berteriana,AM; no others,
Psychotria calocarpa,AM; others not addressed,
Psychotria calocarpa,AM; others not addressed,
Psychotria dallachyana,AM; no others,
Psychotria dorotheae,AM; no others,
Psychotria henryi,AM; others not addressed,
Psychotria henryi,AM; others not addressed,
Psychotria henryi,AM; others not addressed,
Psychotria nervosa,non-mycorrhizal (checked for all types),
Psychotria prainii,non-mycorrhizal (checked for all types),
Psychotria serpens,AM; others not addressed,
Psychotria serpens,non-mycorrhizal (checked for all types),
Psydrax dicoccos,AM; others not addressed,
Psydrax dicoccos,AM; others not addressed,
Psydrax dicoccos,AM; no others,
Psydrax dicoccos,non-mycorrhizal (checked for all types),
Psydrax dicoccos,AM; no others,
Ptaeroxylon obliquum,AM; no others,
Ptarmica vulgaris,AM; others not addressed,
Ptelea trifoliata,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; no others,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; no others,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; no others,
Pteridium aquilinum,non-mycorrhizal (checked for all types),
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,non-mycorrhizal (checked for all types),
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,non-mycorrhizal (checked for all types),
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; others not addressed,
Pteridium aquilinum,AM; no others,
Pteridium aquilinum var. latiusculum,AM; no others,
Pteridium revolutum,AM; others not addressed,
Pteris,AM; others not addressed,
Pteris,AM; no others,
Pteris altissima,AM; no others,
Pteris argyraea,AM; no others,
Pteris aspericaulis,AM; others not addressed,
Pteris asperula,AM; no others,
Pteris biaurita,AM; others not addressed,
Pteris biaurita,AM; others not addressed,
Pteris camerooniana,AM; others not addressed,
Pteris camerooniana,AM; no others,
Pteris catoptera,AM; no others,
Pteris confusa,AM; others not addressed,
Pteris confusa,AM; others not addressed,
Pteris confusa,AM; others not addressed,
Pteris confusa,AM; no others,
Pteris coriacea,AM; no others,
Pteris coriacea,AM; no others,
Pteris cretica,AM; others not addressed,
Pteris cretica,AM; others not addressed,
Pteris cretica,AM; no others,
Pteris cretica,AM; no others,
Pteris cretica var. laeta,AM; others not addressed,
Pteris cretica var. laeta,AM; no others,
Pteris cretica var. nervosa,AM; others not addressed,
Pteris dispar,AM; others not addressed,
Pteris dissitifolia,AM; others not addressed,
Pteris ensiformis,AM; others not addressed,
Pteris esquirolii,AM; others not addressed,
Pteris excelsa,AM; others not addressed,
Pteris excelsa var. inaequalis,AM; others not addressed,
Pteris gongalensis,AM; no others,
Pteris henryi,AM; others not addressed,
Pteris linearis,AM; others not addressed,
Pteris livida,AM; no others,
Pteris livida,AM; no others,
Pteris longifolia,AM; others not addressed,
Pteris macilenta,AM; no others,
Pteris multifida,AM; others not addressed,
Pteris multifida,AM; no others,
Pteris muricata,AM; no others,
Pteris platyzomopsis,non-mycorrhizal (checked for all types),
Pteris podophylla,AM; no others,
Pteris quadriaurita,AM; others not addressed,
Pteris semipinnata,AM; others not addressed,
Pteris setulosocostulata,AM; others not addressed,
Pteris tremula,AM; no others,
Pteris vittata,AM; others not addressed,
Pteris vittata,AM; others not addressed,
Pteris vittata,AM; others not addressed,
Pteris vittata,AM; others not addressed,
Pteris vittata,AM; others not addressed,
Pteris vittata,AM; no others,
Pteris wallichiana,AM; others not addressed,
Pteris wangiana,AM; others not addressed,
Pternandra ,AM; no others,
Pterocarpus amazonum,AM; no others,
Pterocarpus amazonum,AM; no others,
Pterocarpus angolensis,AM; no others,
Pterocarpus angolensis,AM; no others,
Pterocarpus angolensis,AM; others not addressed,
Pterocarpus antunesii,AM; no others,
Pterocarpus dalbergioides,AM; no others,
Pterocarpus dalbergioides,AM; no others,
Pterocarpus lucens,AM; others not addressed,
Pterocarpus macrocarpus,AM; no others,
Pterocarpus macrocarpus,AM; no others,
Pterocarpus macrocarpus,AM; no others,
Pterocarpus macrocarpus,AM; no others,
Pterocarpus mildbraedii,AM; others not addressed,
Pterocarpus officinalis,AM; others not addressed,
Pterocarpus rohrii,AM; others not addressed,
Pterocarpus rotundifolius,AM; no others,
Pterocarpus santalinus,AM; no others,
Pterocarpus soyauxii,AM; others not addressed,
Pterocarya fraxinifolia,non-EcM; others not addressed,
Pterocarya rhoifolia,AM; others not addressed,
Pterocarya stenoptera,EcM; others not addressed,
Pterocarya stenoptera,AM; others not addressed,
Pterocaulon sphacelatum,AM; no others,
Pterocaulon sphacelatum,AM; no others,
Pteroceltis tatarinowii,AM; others not addressed,
Pterocephalus brevis,AM; others not addressed,
Pterocymbium javanicum,AM; no others,
Pterodiscus undulatus,non-mycorrhizal (checked for all types),
Pterodon emarginatus,AM; others not addressed,
Pterogyne nitens,AM; others not addressed,
Pterogyne nitens,AM; others not addressed,
Pterogyne nitens,AM; others not addressed,
Pterolobium punctatum,AM; others not addressed,
Pterospermum acerifolium,AM; no others,
Pterospermum acerifolium,non-mycorrhizal (checked for all types),
Pterospermum acerifolium,non-mycorrhizal (checked for all types),
Pterospermum canescens,AM; others not addressed,
Pterospermum diversifolium,AM; no others,
Pterospermum diversifolium,AM; no others,
Pterospermum lanceifolium,AM; others not addressed,
Pterospermum menglunense,AM; others not addressed,
Pterospermum menglunense,AM; others not addressed,
Pterospermum xylocarpum,AM; others not addressed,
Pterospermum yunnanense,AM; others not addressed,
Pterospora andromedea,AM; no others,
Pterostylis ,OM,
Pterostylis acuminata,OM,
Pterostylis mutica,OM,
Pterostyrax hispidus,AM; others not addressed,
Pterygota macrocarpa,AM; others not addressed,
Ptilotrichum lapeyrousianum,AM; others not addressed,
Ptilotrichum lapeyrousianum,AM; others not addressed,
Ptilotrichum longicaule,non-mycorrhizal (checked for all types),
Ptilotrichum spinosum,non-mycorrhizal (checked for all types),
Ptilotus latifolius,non-mycorrhizal (checked for all types),
Ptilotus obovatus,non-mycorrhizal (checked for all types),
Ptilotus sessilifolius,non-mycorrhizal (checked for all types),
Ptychopetalum petiolatum,AM; no others,
Puccinellia angustata,AM; others not addressed,
Puccinellia angustata,AM; others not addressed,
Puccinellia angustata,AM; no others,
Puccinellia distans,AM; others not addressed,
Puccinellia distans,AM; others not addressed,
Puccinellia distans,AM; others not addressed,
Puccinellia distans,AM; others not addressed,
Puccinellia distans,AM; others not addressed,
Puccinellia distans,non-mycorrhizal (checked for all types),
Puccinellia distans,AM; no others,
Puccinellia distans,non-mycorrhizal (checked for all types),
Puccinellia distans,non-mycorrhizal (checked for all types),
Puccinellia distans,non-mycorrhizal (checked for all types),
Puccinellia distans,AM; no others,
Puccinellia distans,non-mycorrhizal (checked for all types),
Puccinellia distans,AM; no others,
Puccinellia gigantea,non-mycorrhizal (checked for all types),
Puccinellia macquariensis,AM; others not addressed,
Puccinellia maritima,AM; others not addressed,
Puccinellia maritima,AM; others not addressed,
Puccinellia maritima,AM; others not addressed,
Puccinellia maritima,non-mycorrhizal (checked for all types),
Puccinellia maritima,AM; others not addressed,
Puccinellia maritima,non-mycorrhizal (checked for all types),
Puccinellia nuttalliana,AM; others not addressed,
Puccinellia nuttalliana,AM; others not addressed,
Puccinellia phryganodes,AM; no others,
Puccinellia phryganodes,non-mycorrhizal (checked for all types),
Puccinellia subspicata,AM; others not addressed,
Puccinellia tenuiflora,AM; no others,
Puccinellia tenuiflora,AM; others not addressed,
Puccinellia tenuissima,AM; others not addressed,
