SITE,PLOT,y71,y03,diff
84,2,1.861393647,2.307107105,0.445713458
84,3,1.119192383,1.507964474,0.388772091
84,4,1.268418034,2.756747554,1.48832952
84,5,1.344994355,2.401354885,1.05636053
84,6,1.957604922,2.360121481,0.402516559
84,7,0.928733328,2.640901324,1.712167996
84,8,2.140209995,2.087195619,-0.053014376
84,9,3.913246349,0.569413668,-3.343832681
84,10,1.776963345,3.683517386,1.906554042
84,11,0.84233953,3.854341487,3.012001957
84,12,0.913025365,3.813108083,2.900082718
84,13,0.736310778,,
84,14,1.837831702,0.498727834,-1.339103869
84,15,2.707660168,0.734347283,-1.973312886
84,16,1.217367153,1.60810274,0.390735586
85,1,3.26725636,1.456913593,-1.810342767
85,2,0.669551934,1.553124868,0.883572934
85,3,1.588467785,2.144136986,0.555669201
85,4,0.728456797,2.01847328,1.290016483
85,5,1.751437904,2.159844949,0.408407045
85,6,,2.042035225,
85,7,2.695879196,1.786780822,-0.909098374
85,8,2.134319509,1.433351648,-0.700967861
85,9,0.331830724,0.490873852,0.159043128
85,10,0.516399292,0.400553063,-0.115846229
85,11,1.260564052,2.167698931,0.907134879
85,12,1.050470044,2.424916829,1.374446786
85,13,0.571377164,1.61202973,1.040652567
85,14,2.073451151,1.833904712,-0.23954644
85,15,2.051852702,,
85,16,2.006692307,0.907134879,-1.099557429
86,1,2.758711049,1.613993226,-1.144717823
86,2,1.690569547,3.840597019,2.150027472
86,3,2.287472151,0.887499925,-1.399972226
86,4,1.170243263,1.519745446,0.349502183
86,5,,0.23954644,
86,6,1.266454538,0.748091751,-0.518362788
86,7,0.971930227,1.500110492,0.528180265
86,8,1.10741141,0.135481183,-0.971930227
86,9,1.390154749,0.001963495,-1.388191254
86,10,2.5230916,1.150608309,-1.372483291
86,11,0.227765467,1.932079482,1.704314015
86,12,0.001963495,2.181443399,2.179479903
86,13,0.001963495,1.327322896,1.325359401
86,14,0.559596191,1.437278639,0.877682448
86,15,0.323976742,1.875138115,1.551161373
86,16,,1.264491043,
87,1,1.845685684,2.521128105,0.675442421
87,2,1.720021978,1.246819584,-0.473202393
87,3,1.109374906,1.197732199,0.088357293
87,4,2.314961087,1.733766446,-0.581194641
87,5,2.193224371,1.233075117,-0.960149255
87,6,1.266454538,0.730420292,-0.536034247
87,7,1.480475538,1.928152491,0.447676953
87,8,0.728456797,1.011200135,0.282743339
87,9,1.240929098,3.015928947,1.774999849
87,10,2.208932335,2.212859325,0.003926991
87,11,1.739656932,2.682134728,0.942477796
87,12,1.341067364,3.738495258,2.397427894
87,13,0.964076246,1.955641427,0.991565181
87,14,0.561559687,1.600248758,1.038689071
87,15,1.718058482,1.00923664,-0.708821842
87,16,2.354230995,1.651299639,-0.702931356
88,1,7.985535826,0.184568568,-7.800967258
88,2,1.068141502,1.348921346,0.280779843
88,3,2.320851573,0.500691329,-1.820160244
88,4,4.331470871,0.636172512,-3.695298359
88,5,3.856304982,2.216786316,-1.639518666
88,6,0.675442421,0.569413668,-0.106028752
88,7,3.102322745,0.575304155,-2.527018591
88,8,1.570796327,1.651299639,0.080503312
88,9,2.095049601,1.979203372,-0.115846229
88,10,0.35931966,5.401575869,5.042256209
88,11,2.126465527,2.495602664,0.369137137
88,12,0.583158136,0.592975613,0.009817477
88,13,1.568832831,0.111919238,-1.456913593
88,14,0.07264933,1.755364895,1.682715565
88,15,0.81681409,0.840376035,0.023561945
88,16,0.55174221,2.397427894,1.845685684
89,1,0.392699082,1.048506548,0.655807466
89,2,0.549778714,1.032798585,0.48301987
89,3,0.695077375,0.860010989,0.164933614
89,4,0.325940238,0.310232275,-0.015707963
89,5,0.090320789,0.750055246,0.659734457
89,6,0.376991118,3.418445506,3.041454388
89,7,0.490873852,1.431388153,0.940514301
89,8,0.691150384,0.514435797,-0.176714587
89,9,1.333213382,2.295326133,0.96211275
89,10,0.581194641,0.893390411,0.31219577
89,11,0.773617191,2.18929738,1.41568019
89,12,1.376410281,0.133517688,-1.242892594
89,13,1.132936851,2.746930076,1.613993226
89,14,0.647953485,0.753982237,0.106028752
89,15,0.109955743,2.758711049,2.648755306
89,16,0.789325154,1.211476667,0.422151513
90,1,1.735729941,1.011200135,-0.724529806
90,2,0.883572934,,
90,3,2.267837197,2.375829444,0.107992247
90,4,1.370519795,1.667007602,0.296487807
90,5,1.246819584,1.074031988,-0.172787596
90,6,1.678788574,2.367975463,0.689186888
90,7,1.714131492,1.354811832,-0.35931966
90,8,4.653484118,2.299253123,-2.354230995
90,9,0.805033117,0.946404787,0.141371669
90,10,0.514435797,1.070104998,0.555669201
90,11,2.644828315,0.803069622,-1.841758693
90,12,1.543307391,1.270381529,-0.272925862
90,13,1.855503161,1.829977721,-0.02552544
90,14,1.604175749,3.469496387,1.865320638
90,15,1.427461162,2.444551784,1.017090622
90,16,1.046543053,1.615956721,0.569413668
91,1,0.235619449,1.374446786,1.138827337
91,2,0.159043128,0.805033117,0.645989989
91,3,0.003926991,1.985093858,1.981166867
91,4,5.756968538,2.957024085,-2.799944453
91,5,2.68998871,2.88241126,0.19242255
91,6,4.894994053,0.669551934,-4.225442119
91,7,1.396045235,0.021598449,-1.374446786
91,8,0.750055246,0.820741081,0.070685835
91,9,0.537997742,0.940514301,0.402516559
91,10,4.502294972,7.97964534,3.477350368
91,11,1.209513172,3.19853402,1.989020849
91,12,0.182605073,0.180641578,-0.001963495
91,13,2.688025214,0.494800843,-2.193224371
91,14,3.673699909,1.05636053,-2.61733938
91,15,4.303981935,,
91,16,2.902046214,1.527599428,-1.374446786
92,1,0.537997742,0.581194641,0.043196899
92,2,1.504037483,0.416261027,-1.087776456
92,3,0.647953485,1.189878218,0.541924733
92,4,0.579231146,1.398008731,0.818777585
92,5,1.598285263,0.93658731,-0.661697953
92,6,1.032798585,2.316924582,1.284125997
92,7,1.382300768,0.565486678,-0.81681409
92,8,1.720021978,1.884955592,0.164933614
92,9,2.004728812,1.233075117,-0.771653696
92,10,0.991565181,0.948368282,-0.043196899
92,11,0.294524311,1.525635932,1.231111621
92,12,0.628318531,1.413716694,0.785398163
92,13,1.484402529,0.585121632,-0.899280897
92,14,0.023561945,1.547234382,1.523672437
92,15,,0.712748833,
92,16,0.9837112,2.120575041,1.136863842
93,1,0.96211275,2.503456646,1.541343896
93,2,0.553705705,1.617920217,1.064214511
93,3,1.044579557,0.659734457,-0.3848451
93,4,1.376410281,4.005530633,2.629120352
93,5,0.901244392,1.65915362,0.757909228
93,6,1.074031988,2.155917959,1.08188597
93,7,1.425497667,0.345575192,-1.079922475
93,8,2.786199985,3.157300617,0.371100632
93,9,0.481056375,1.5393804,1.058324025
93,10,1.774999849,3.063052837,1.288052988
93,11,1.435315144,4.724169953,3.288854809
93,12,0.630282026,1.884955592,1.254673566
93,13,0.763799714,1.44120563,0.677405916
93,14,1.737693437,0.184568568,-1.553124868
93,15,1.101520924,0.227765467,-0.873755457
93,16,1.751437904,4.20777066,2.456332756
94,1,1.22718463,3.950552762,2.723368132
94,2,0.714712329,3.575525139,2.86081281
94,3,3.479313864,2.028290757,-1.451023107
94,4,1.344994355,1.144717823,-0.200276532
94,5,0.490873852,0.355392669,-0.135481183
94,6,1.34695785,1.82605073,0.47909288
94,7,0.775580686,0.779507677,0.003926991
94,8,1.083849465,0.329867229,-0.753982237
94,9,1.578650308,0.21794799,-1.360702318
94,10,3.928954312,1.99294784,-1.936006473
94,11,1.136863842,0.852157007,-0.284706834
94,12,1.720021978,0.021598449,-1.698423528
94,13,1.720021978,0.416261027,-1.303760951
94,14,1.439242134,1.578650308,0.139408174
94,15,2.978622535,0.16689711,-2.811725425
94,16,0.587085127,3.231913442,2.644828315
95,1,7.504479451,0.645989989,-6.858489462
95,2,0.826631567,0.547815219,-0.278816348
95,3,5.012803778,0.750055246,-4.262748532
95,4,4.918555998,0.502654825,-4.415901174
95,5,3.836670028,0.278816348,-3.55785368
95,6,,0.565486678,
95,7,1.030835089,2.399391389,1.3685563
95,8,1.727875959,0.653843971,-1.074031988
95,9,0.237582944,0.787361659,0.549778714
95,10,1.335176878,0.375027623,-0.960149255
95,11,1.256637061,1.341067364,0.084430303
95,12,5.98277051,1.896736565,-4.086033945
95,13,1.482439033,1.537416905,0.054977871
95,14,5.491896658,4.569053816,-0.922842842
95,15,0.865901475,5.059927668,4.194026193
95,16,1.580613804,2.177516408,0.596902604
96,1,1.266454538,4.955862411,3.689407873
96,2,1.03476208,3.553926689,2.519164609
96,3,2.460259747,3.544109212,1.083849465
96,4,0.451603944,1.054397034,0.60279309
96,5,1.180060741,2.581996462,1.401935722
96,6,1.749474409,3.312416754,1.562942345
96,7,1.337140373,2.422953334,1.085812961
96,8,1.158462291,2.794053966,1.635591675
96,9,0.850193512,2.053816197,1.203622685
96,10,1.423534171,2.120575041,0.69704087
96,11,0.704894852,3.500912313,2.796017462
96,12,0.689186888,1.985093858,1.29590697
96,13,1.115265392,2.118611546,1.003346154
96,14,1.223257639,1.973312886,0.750055246
96,15,0.954258769,3.999640147,3.045381379
96,16,1.193805208,0.398589568,-0.79521564
97,1,0.253290908,0.903207888,0.64991698
97,2,0.498727834,,
97,3,0.445713458,1.462804079,1.017090622
97,4,0.571377164,1.741620427,1.170243263
97,5,2.375829444,,
97,6,1.914408023,0.206167018,-1.708241005
97,7,0.113882734,1.967422399,1.853539666
97,8,1.339103869,2.743003086,1.403899217
97,9,2.407245371,0.245436926,-2.161808445
97,10,1.435315144,0.484983366,-0.950331778
97,11,1.042616062,0.115846229,-0.926769833
97,12,0.626355035,0.068722339,-0.557632696
97,13,0.814850595,0.875718952,0.060868358
97,14,0.879645943,0.086393798,-0.793252145
97,15,1.845685684,0.043196899,-1.802488785
97,16,1.10348442,0.021598449,-1.08188597
98,1,,0.021598449,
98,2,0.23954644,0.007853982,-0.231692458
98,3,1.286089493,0.023561945,-1.262527548
98,4,1.39408174,1.443169125,0.049087385
98,5,0.677405916,0.424115008,-0.253290908
98,6,0.441786467,0.728456797,0.28667033
98,7,0.247400421,0.231692458,-0.015707963
98,8,1.494220006,,
98,9,0.092284284,2.197151362,2.104867078
98,10,0.045160394,1.026908099,0.981747704
98,11,0.168860605,,
98,12,0.021598449,,
98,13,1.568832831,0.212057504,-1.356775327
98,14,0.640099503,0.043196899,-0.596902604
98,15,0.186532064,0.400553063,0.214021
98,16,0.027488936,0.591012118,0.563523182
99,1,1.268418034,4.822344723,3.553926689
99,2,2.022400271,3.489131341,1.46673107
99,3,1.433351648,4.144938807,2.711587159
99,4,0.484983366,1.89870006,1.413716694
99,5,2.055779693,2.858849315,0.803069622
99,6,1.566869336,0.594939109,-0.971930227
99,7,1.743583923,1.458877089,-0.284706834
99,8,0.846266521,1.174170254,0.327903733
99,9,1.884955592,2.552544031,0.667588439
99,10,1.449059611,,
99,11,1.651299639,1.191841713,-0.459457926
99,12,2.079341638,3.997676652,1.918335014
99,13,3.428262983,,
99,14,0.797179136,,
99,15,2.336559536,2.534872572,0.198313036
99,16,1.696460033,2.114684555,0.418224522
100,1,4.252931055,0.973893723,-3.279037332
100,2,1.366592804,0.604756586,-0.761836218
100,3,1.036725576,1.193805208,0.157079633
100,4,0.447676953,0.699004365,0.251327412
100,5,0.903207888,3.373285112,2.470077224
100,6,1.278235511,1.720021978,0.441786467
100,7,1.482439033,1.231111621,-0.251327412
100,8,0.19242255,3.665845928,3.473423378
100,9,0.496764338,1.61202973,1.115265392
100,10,0.447676953,1.939933464,1.49225651
100,11,2.195187867,3.184789553,0.989601686
100,12,1.678788574,2.477931206,0.799142631
100,13,0.708821842,1.327322896,0.618501054
100,14,1.745547418,1.794634803,0.049087385
100,15,0.881609438,1.930115987,1.048506548
100,16,0.691150384,1.627737694,0.93658731
101,1,,1.733766446,
101,2,0.09817477,1.447096116,1.348921346
101,3,0.471238898,1.115265392,0.644026494
101,4,1.356775327,1.553124868,0.196349541
101,5,1.024944603,1.947787445,0.922842842
101,6,0.492837348,3.551963194,3.059125846
101,7,0.33772121,0.871791961,0.534070751
101,8,0.180641578,0.117809725,-0.062831853
101,9,0.200276532,0.706858347,0.506581815
101,10,1.388191254,0.325940238,-1.062251016
101,11,0.563523182,0.659734457,0.096211275
101,12,0.824668072,1.555088364,0.730420292
101,13,1.651299639,2.026327262,0.375027623
101,14,0.329867229,5.682355712,5.352488484
101,15,1.73180295,0.995492172,-0.736310778
101,16,0.206167018,0.903207888,0.69704087
102,1,1.621847207,3.656028451,2.034181243
102,2,1.812306262,3.041454388,1.229148126
102,3,2.030254252,2.100940087,0.070685835
102,4,0.139408174,2.74103959,2.601631416
102,5,0.07264933,4.005530633,3.932881303
102,6,0.16689711,0.728456797,0.561559687
102,7,2.580032967,0.746128255,-1.833904712
102,8,2.252129234,3.233876938,0.981747704
102,9,3.936808294,2.976659039,-0.960149255
102,10,1.003346154,3.834706533,2.831360379
102,11,1.315541924,2.603594912,1.288052988
102,12,3.656028451,2.130392518,-1.525635932
102,13,1.386227758,3.962333734,2.576105976
102,14,1.570796327,3.481277359,1.910481032
102,15,1.936006473,2.682134728,0.746128255
102,16,2.040071729,4.443390109,2.40331838
103,1,0.139408174,0.964076246,0.824668072
103,2,0.043196899,1.953677931,1.910481032
103,3,0.159043128,0.461421421,0.302378293
103,4,0.333794219,0.296487807,-0.037306413
103,5,0.510508806,0.003926991,-0.506581815
103,6,1.49225651,0.088357293,-1.403899217
103,7,0.115846229,5.28965663,5.173810401
103,8,1.244856089,0.001963495,-1.242892594
103,9,1.584540795,0.151189146,-1.433351648
103,10,0.679369411,0.068722339,-0.610647072
103,11,0.327903733,0.182605073,-0.14529866
103,12,0.11977322,0.881609438,0.761836218
103,13,0.170824101,0.276852853,0.106028752
103,14,0.367173641,0.184568568,-0.182605073
103,15,0.300414797,0.323976742,0.023561945
103,16,0.404480054,0.783434668,0.378954614
