,species,mycorrhiza
22667,Nephrolepis exaltata,AM
22668,Nephrolepis exaltata,AM
22669,Nephrolepis falcata,AM
22670,Nephrolepis falcata,AM
22671,Nephrolepis multiflora,AM
22672,Neptunia oleracea,non-AM
22673,Neptunia oleracea,nm
22674,Nerisyrenia linearifolia,nm
22675,Nerium oleander,nm
22676,Nerium oleander,AM
22677,Nerium oleander,nm
22678,Nerium oleander,AM
22679,Nerium oleander,AM
22680,Nerium oleander,AM
22681,Nerium oleander,EcM
22682,Nerium oleander,AM
22683,Nerium oleander,AM
22684,Nertera granadensis,AM
22685,Nesaea brevipes,AM
22686,Nesaea radicans,nm
22687,Neslia paniculata,AM
22688,Neslia paniculata subthracica,nm
22689,Nesogordonia leplaei,AM
22690,Nestegis lanceolata,AM
22691,Neuontobotrys linearifolia,nm
22692,Neurotropis platycarpa,nm
22693,Neuwiedia veratrifolia,OM
22694,Newtonia duparquetiana,AM
22695,Newtonia duparquetiana,AM
22696,Neyraudia,AM
22697,Neyraudia reynaudiana,AM
22698,Neyraudia reynaudiana,AM
22699,Nicandra physalodes,AM
22700,Nicotiana,AM
22701,Nicotiana,AM
22702,Nicotiana alata,AM
22703,Nicotiana glauca,AM
22704,Nicotiana glauca,AM
22705,Nicotiana longiflora,AM
22706,Nicotiana longiflora,AM
22707,Nicotiana plumbaginifolia,AM
22708,Nicotiana tabacum,non-AM
22709,Nicotiana tabacum,AM
22710,Nicotiana tabacum,AM
22711,Nicotiana velutina,AM
22712,Nidularium innocentii,AM
22713,Nidularium innocentii,AM
22714,Nidularium procerum,AM
22715,Niedenzuella ,AM
22716,Nierembergia gracilis,AM
22717,Nierembergia linariifolia,AM
22718,Nierembergia linariifolia,AM
22719,Nigella integrifolia,AM
22720,Niphidium carinatum,nm
22721,Niphidium crassifolium,nm
22722,Niphidium crassifolium,AM
22723,Nitraria tangutorum,non-AM
22724,Nitraria tangutorum,AM
22725,No suitable matches found.,AM
22726,Nolana paradoxa,AM
22727,Nonea caspica,AM
22728,Nonea caspica,AM
22729,Nonea caspica,AM
22730,Nonea caspica,AM
22731,Nonea caspica,AM
22732,Nonea caspica,nm
22733,Nonea caspica,AM
22734,Nonea echioides,AM
22735,Nonea echioides,AM
22736,Nonea echioides,AM
22737,Nonea echioides,AM
22738,Nonea echioides,AM
22739,Nonea echioides,nm
22740,Nornanbya normanbyi,AM
22741,Nothaphoebe umbelliflora,AM
22742,Nothaphoebe umbelliflora,AM
22743,Nothoceros giganteus,nm
22744,Nothoceros vincentianus,AM-like
22745,Nothofagus aequilateralis,EcM
22746,Nothofagus alessandrii,EcM
22747,Nothofagus alpina,EcM
22748,Nothofagus alpina,EcM
22749,Nothofagus alpina,EcM
22750,Nothofagus alpina,EcM
22751,Nothofagus alpina,EcM
22752,Nothofagus antarctica,EcM
22753,Nothofagus antarctica,EcM
22754,Nothofagus antarctica,EcM
22755,Nothofagus antarctica,EcM
22756,Nothofagus balansae,AM
22757,Nothofagus balansae,EcM
22758,Nothofagus balansae,dual
22759,Nothofagus balansae,EcM
22760,Nothofagus codonandra,EcM
22761,Nothofagus cunninghamii,EcM
22762,Nothofagus cunninghamii,EcM
22763,Nothofagus cunninghamii,EcM
22764,Nothofagus dombeyi,EcM
22765,Nothofagus dombeyi,EcM
22766,Nothofagus dombeyi,EcM
22767,Nothofagus dombeyi,EcM
22768,Nothofagus dombeyi,EcM
22769,Nothofagus dombeyi,EcM
22770,Nothofagus dombeyi,EcM
22771,Nothofagus dombeyi,EcM
22772,Nothofagus fusca,EcM
22773,Nothofagus glauca,EcM
22774,Nothofagus gunnii,EcM
22775,Nothofagus menziesii,EcM
22776,Nothofagus obliqua,EcM
22777,Nothofagus obliqua,EcM
22778,Nothofagus obliqua,EcM
22779,Nothofagus obliqua,EcM
22780,Nothofagus obliqua,EcM
22781,Nothofagus pumilio,EcM
22782,Nothofagus pumilio,EcM
22783,Nothofagus pumilio,EcM
22784,Nothofagus pumilio,EcM
22785,Nothofagus pumilio,EcM
22786,Nothofagus pumilio,EcM
22787,Nothofagus pumilio,EcM
22788,Nothofagus pumilio,EcM
22789,Nothofagus solandri var. cliffortioides,EcM
22790,Nothofagus x leonii,EcM
22791,Notholithocarpus densiflorus,EcM
22792,Notholithocarpus densiflorus,EcM
22793,Nothoperanema hendersonii,AM
22794,Nothosaerva brachiata,non-AM
22795,Nothoscordum gracile,AM
22796,Nothoscordum gracile,AM
22797,Nothoscordum gracile,AM
22798,Noticastrum sericeum,AM
22799,Notoceras bicorne,nm
22800,Notopleura guadalupensis,nm
22801,Notothylas javanica,AM-like
22802,Notothylas orbicularis,AM-like
22803,Nototrichium sandwicense,nm
22804,Nouelia insignis,AM
22805,Nuphar japonica,nm
22806,Nuphar lutea,nm
22807,Nuphar lutea,nm
22808,Nuphar lutea,nm
22809,Nuphar pumila,nm
22810,Nuphar variegatum,nm
22811,Nuphar x intermedia,nm
22812,Nuytsia floribunda,nm
22813,Nuytsia floribunda,nm
22814,Nuytsia floribunda,nm
22815,Nyctanthes arbor-tristis,AM
22816,Nymphaea ,AM
22817,Nymphaea alba,AM
22818,Nymphaea alba,AM
22819,Nymphaea alba,nm
22820,Nymphaea amazonum,nm
22821,Nymphaea lotus,nm
22822,Nymphaea nouchali,nm
22823,Nymphaea nouchali,nm
22824,Nymphaea nouchali,nm
22825,Nymphaea nouchali,nm
22826,Nymphaea odorata,nm
22827,Nymphaea pubescens,non-AM
22828,Nymphaea pubescens,nm
22829,Nymphaea violacea,AM
22830,Nymphoides aurantiaca,AM
22831,Nymphoides hydrophylla,AM
22832,Nymphoides hydrophylla,AM
22833,Nymphoides hydrophylla,AM
22834,Nymphoides hydrophylla,AM
22835,Nymphoides indica,AM
22836,Nymphoides peltata,nm
22837,Nymphoides peltata,nm
22838,Nymphoides peltata,nm
22839,Nymphoides peltata,nm
22840,Nypa fruticans,nm
22841,Nypa fruticans,AM
22842,Nyssa javanica,AM
22843,Nyssa sinensis,AM
22844,Nyssa sinensis,AM
22845,Nyssa sylvatica,AM
22846,Oberonia japonica,AM
22847,Ochna arborea,AM
22848,Ochna integerrima,nm
22849,Ochna integerrima,nm
22850,Ochna leucophloeos,AM
22851,Ochna obtusata,AM
22852,Ochroma pyramidale,AM
22853,Ochroma pyramidale,AM
22854,Ochroma pyramidale,AM
22855,Ochroma pyramidale,AM
22856,Ochroma pyramidale,AM
22857,Ochthochloa compressa,AM
22858,Ochthochloa compressa,AM
22859,Ochthochloa compressa,AM
22860,Ochthochloa compressa,AM
22861,Ochthodium aegyptiacum,nm
22862,Ocimum americanum,non-AM
22863,Ocimum americanum,AM
22864,Ocimum basilicum,AM
22865,Ocimum basilicum,AM
22866,Ocimum basilicum,non-AM
22867,Ocimum basilicum,AM
22868,Ocimum basilicum,AM
22869,Ocimum basilicum,AM
22870,Ocimum basilicum,AM
22871,Ocimum basilicum,AM
22872,Ocimum basilicum,AM
22873,Ocimum basilicum,AM
22874,Ocimum basilicum,AM
22875,Ocimum basilicum,AM
22876,Ocimum basilicum,AM
22877,Ocimum tenuiflorum,AM
22878,Ocimum tenuiflorum,AM
22879,Ocimum tenuiflorum,non-AM
22880,Ocimum tenuiflorum,nm
22881,Ocimum tenuiflorum,AM
22882,Ocimum tenuiflorum,AM
22883,Ocimum tenuiflorum,AM
22884,Ocimum x africanum,AM
22885,Ocotea bullata,AM
22886,Ocotea bullata,nm
22887,Ocotea canaliculata,AM
22888,Ocotea canaliculata,AM
22889,Ocotea corymbosa,AM
22890,Ocotea floribunda,AM
22891,Ocotea floribunda,AM
22892,Ocotea floribunda,AM
22893,Ocotea glomerata,AM
22894,Ocotea indecora,AM
22895,Ocotea indecora,AM
22896,Ocotea indecora,AM
22897,Ocotea lancifolia,AM
22898,Ocotea lancifolia,AM
22899,Ocotea lancifolia,AM
22900,Ocotea lancifolia,AM
22901,Ocotea lancifolia,AM
22902,Ocotea puberula,AM
22903,Ocotea puberula,AM
22904,Ocotea puberula,AM
22905,Ocotea racemosa,AM
22906,Octoceras lehmannianum,nm
22907,Octoknema affinis,AM
22908,Odontites verna,nm
22909,Odontites verna,nm
22910,Odontites verna,nm
22911,Odontites verna,nm
22912,Odontites verna,nm
22913,Odontites vulgaris,nm
22914,Odontochilus tortus,AM
22915,Odontosoria chinensis,AM
22916,Odontosoria chinensis,AM
22917,Odontosoria chinensis,AM
22918,Odontosoria chinensis,AM
22919,Odontosoria chusana,AM
22920,Oedera imbricata,AM
22921,Oedera squarrosa,AM
22922,Oedibasis apiculata,AM
22923,Oedibasis apiculata,AM
22924,Oedibasis apiculata,AM
22925,Oedibasis apiculata,AM
22926,Oenanthe aquatica,nm
22927,Oenanthe aquatica,AM
22928,Oenanthe aquatica,nm
22929,Oenanthe aquatica,nm
22930,Oenanthe crocata,nm
22931,Oenanthe fistulosa,AM
22932,Oenanthe javanica,nm
22933,Oenanthe javanica,AM
22934,Oenanthe javanica,nm
22935,Oenocarpus bataua,AM
22936,Oenothera ,AM
22937,Oenothera ,nm
22938,Oenothera ,AM
22939,Oenothera ,AM
22940,Oenothera affinis,AM
22941,Oenothera affinis,AM
22942,Oenothera affinis,AM
22943,Oenothera biennis,AM
22944,Oenothera biennis,AM
22945,Oenothera biennis,AM
22946,Oenothera biennis,AM
22947,Oenothera biennis,AM
22948,Oenothera biennis,AM
22949,Oenothera biennis,AM
22950,Oenothera biennis,nm
22951,Oenothera biennis,AM
22952,Oenothera glazioviana,AM
22953,Oenothera laciniata,non-AM
22954,Oenothera lamarckiana,AM
22955,Oenothera lamarckiana,AM
22956,Oenothera nuttallii,AM
22957,Oenothera nuttallii,nm
22958,Oenothera rosea,AM
22959,Ohwia caudata,AM
22960,Okenia ,AM
22961,Olax latifolia,AM
22962,Olax scandens,AM
22963,Oldenlandia affinis,AM
22964,Oldenlandia auricularia,nm
22965,Oldenlandia biflora,non-AM
22966,Oldenlandia corymbosa,AM
22967,Oldenlandia corymbosa,AM
22968,Oldenlandia herbacea,AM
22969,Oldenlandia herbacea,non-AM
22970,Oldenlandia herbacea,nm
22971,Oldenlandia pterita,nm
22972,Oldenlandia stricta,non-AM
22973,Oldenlandia trinervia,non-AM
22974,Oldenlandia umbellata,AM
22975,Oldenlandia umbellata,AM
22976,Olea capensis,AM
22977,Olea capensis,AM
22978,Olea capensis,AM
22979,Olea capensis,nm
22980,Olea dioica,AM
22981,Olea europaea,AM
22982,Olea europaea,AM
22983,Olea europaea,AM
22984,Olea europaea,dual
22985,Olea europaea,AM
22986,Olea europaea,AM
22987,Olea europaea,AM
22988,Olea europaea,AM
22989,Olea europaea subcuspidata,AM
22990,Olea europaea subcuspidata,dual
22991,Olea europaea subcuspidata,AM
22992,Olea europaea subcuspidata,AM
22993,Olea ferruginea,AM
22994,Olea paniculata,AM
22995,Olea rosea,AM
22996,Olea rosea,AM
22997,Oleandra wallichii,AM
22998,Olearia,AM
22999,Olearia,AM
23000,Olearia arborescens,AM
23001,Olearia argophylla,AM
23002,Olearia axillaris,AM
23003,Olearia ciliata,AM
23004,Olearia ilicifolia,AM
23005,Olearia lirata,AM
23006,Olearia paucidentata,AM
23007,Olearia phlogopappa,AM
23008,Olearia picridifolia,AM
23009,Olearia pimeleoides,AM
23010,Olearia ramulosa,AM
23011,Olearia ramulosa,AM
23012,Olgaea leucophylla,AM
23013,Olimarabidopsis pumila,nm
23014,Olneya tesota,AM
23015,Olneya tesota,AM
23016,Omphalocarpum procerum,AM
23017,Omphalodes japonica,AM
23018,Oncoba spinosa,AM
23019,Oncosiphon grandiflorum,AM
23020,Ongokea gore,AM
23021,Onobrychis arenaria,AM
23022,Onobrychis arenaria,AM
23023,Onobrychis biebersteinii,AM
23024,Onobrychis biebersteinii,nm
23025,Onobrychis echidna,AM
23026,Onobrychis grandis,AM
23027,Onobrychis viciifolia,AM
23028,Onobrychis viciifolia,AM
23029,Onobrychis viciifolia,AM
23030,Onobrychis viciifolia,AM
23031,Onoclea interrupta,AM
23032,Onoclea orientalis,AM
23033,Onoclea sensibilis,AM
23034,Onoclea sensibilis,AM
23035,Onoclea sensibilis,AM
23036,Onoclea sensibilis,AM
23037,Onoclea sensibilis,AM
23038,Onoclea sensibilis,AM
23039,Onoclea sensibilis,AM
23040,Ononis reclinata,nm
23041,Ononis serrata,AM
23042,Ononis serrata,AM
23043,Ononis spinosa,AM
23044,Ononis spinosa,AM
23045,Onopordum acanthium,AM
23046,Onopordum acanthium,nm
23047,Onosma arenaria,AM
23048,Onosma barsczewskii,AM
23049,Onosma caucasica,nm
23050,Onychium angustifrons,AM
23051,Onychium contiguum,AM
23052,Onychium japonicum,AM
23053,Onychium japonicum var. lucidum,AM
23054,Onychium japonicum var. lucidum,AM
23055,Onychium japonicum var. lucidum,AM
23056,Opercularia echinocephala,AM
23057,Opercularia echinocephala,AM
23058,Opercularia spermacocea,AM
23059,Opercularia vaginata,AM
23060,Opercularia varia,EcM
23061,Operculina turpethum,non-AM
23062,Operculina turpethum,AM
23063,Ophiocolea delphinensis,AM
23064,Ophioderma pendula,nm
23065,Ophioglossum lancifolium,nm
23066,Ophioglossum lusitanicum,AM
23067,Ophioglossum lusitanicum,AM
23068,Ophioglossum petiolatum,AM
23069,Ophioglossum reticulatum,AM
23070,Ophioglossum reticulatum,AM
23071,Ophioglossum reticulatum,AM
23072,Ophioglossum thermale,AM
23073,Ophioglossum vulgatum,AM
23074,Ophioglossum vulgatum,AM
23075,Ophioglossum vulgatum,AM
23076,Ophioglossum vulgatum,AM
23077,Ophioglossum vulgatum,AM
23078,Ophioglossum vulgatum,AM
23079,Ophioglossum vulgatum,AM
23080,Ophioglossum vulgatum,AM
23081,Ophioglossum vulgatum,AM
23082,Ophioglossum vulgatum,AM
23083,Ophioglossum vulgatum,AM
23084,Ophiopogon intermedius,AM
23085,Ophiopogon jaburan,AM
23086,Ophiopogon japonicus,AM
23087,Ophiopogon japonicus,nm
23088,Ophiorrhiza austroyunnanensis,AM
23089,Ophiorrhiza austroyunnanensis,AM
23090,Ophiuros exaltatus,non-AM
23091,Ophiuros exaltatus,AM
23092,Ophrys apifera,OM
23093,Ophrys apifera ,OM
23094,Ophrys apifera ,OM
23095,Ophrys apifera ,OM
23096,Ophrys fuciflora,OM
23097,Ophrys fuciflora,OM
23098,Ophrys fuciflora,OM
23099,Ophrys fuciflora,OM
23100,Ophrys lutea,OM
23101,Ophrys sphegodes,OM
23102,Ophrys sphegodes,OM
23103,Ophrys sphegodes,OM
23104,Ophrys sphegodes,OM
23105,Ophrys sphegodes,OM
23106,Ophrys sphegodes,OM
23107,Oplismenus burmanni,nm
23108,Oplismenus burmannii,AM
23109,Oplismenus burmannii,AM
23110,Oplismenus burmannii,AM
23111,Oplismenus burmannii,AM
23112,Oplismenus compositus,AM
23113,Oplismenus compositus,nm
23114,Oplismenus undulatifolius,AM
23115,Oplismenus undulatifolius,AM
23116,Opuntia,nm
23117,Opuntia articulata,AM
23118,Opuntia articulata,nm
23119,Opuntia basilaris,AM
23120,Opuntia decumbens,AM
23121,Opuntia dillenii,AM
23122,Opuntia dillenii,AM
23123,Opuntia dillenii,AM
23124,Opuntia dillenii,AM
23125,Opuntia dillenii,AM
23126,Opuntia dillenii,AM
23127,Opuntia engelmannii,AM
23128,Opuntia excelsa,AM
23129,Opuntia ficus-indica,AM
23130,Opuntia ficus-indica,AM
23131,Opuntia humifusa,AM
23132,Opuntia humifusa,AM
23133,Opuntia karwinskiana,AM
23134,Opuntia leucotricha,nm
23135,Opuntia microdasys,nm
23136,Opuntia monacantha,AM
23137,Opuntia pilifera,AM
23138,Opuntia polyacantha,AM
23139,Opuntia polyacantha,AM
23140,Opuntia streptacantha,AM
23141,Opuntia sulphurea,AM
23142,Opuntia sulphurea,AM
23143,Opuntia sulphurea,AM
23144,Opuntia sulphurea,nm
23145,Opuntia tuna,nm
23146,Orchis anthropophora,OM
23147,Orchis anthropophora,OM
23148,Orchis mascula,OM
23149,Orchis mascula ,OM
23150,Orchis mascula ,OM
23151,Orchis mascula ,OM
23152,Orchis mascula ,OM
23153,Orchis mascula ,OM
23154,Orchis mascula ,OM
23155,Orchis mascula ,OM
23156,Orchis mascula ,OM
23157,Orchis militaris,OM
23158,Orchis militaris,OM
23159,Orchis militaris,OM
23160,Orchis militaris,OM
23161,Orchis purpurea,OM
23162,Orchis purpurea,OM
23163,Orchis purpurea,OM
23164,Orchis purpurea,OM
23165,Orchis purpurea,OM
23166,Orchis simia ,OM
23167,Orchis simia ,OM
23168,Oreobolus furcatus,AM
23169,Oreobolus impar,AM
23170,Oreobolus obtusangulus,nm
23171,Oreobolus pectinatus,AM
23172,Oreochloa disticha,AM
23173,Oreochloa disticha,AM
23174,Oreochloa disticha,AM
23175,Oreochloa disticha,AM
23176,Oreocnide frutescens,nm
23177,Oreocnide frutescens,nm
23178,Oreocnide pedunculata,AM
23179,Oreomunnea mexicana,EcM
23180,Oreomyrrhis andicola,AM
23181,Oreomyrrhis andicola,AM
23182,Oreopteris limbosperma,AM
23183,Oreostemma alpigenum,AM
23184,Origanum majorana,AM
23185,Origanum vulgare,AM
23186,Origanum vulgare,AM
23187,Origanum vulgare,AM
23188,Origanum vulgare,AM
23189,Origanum vulgare,AM
23190,Origanum vulgare,AM
23191,Origanum vulgare,AM
23192,Origanum vulgare,AM
23193,Origanum vulgare,AM
23194,Orites excelsus,nm
23195,Orixa japonica,AM
23196,Orixa japonica,nm
23197,Ormocarpum kirkii,AM
23198,Ormosia ,AM
23199,Ormosia arborea,nm
23200,Ormosia arborea,nm
23201,Ormosia arborea,nm
23202,Ormosia arborea,AM
23203,Ormosia arborea,AM
23204,Ormosia coccinea,AM
23205,Ormosia krugii,AM
23206,Ormosia semicastrata,AM
23207,Ornithocarpa torulosa,nm
23208,Ornithogalum balansae,nm
23209,Ornithogalum balansae,nm
23210,Ornithogalum nutans,AM
23211,Ornithogalum pyrenaicum,AM
23212,Ornithogalum thyrsoides,AM
23213,Ornithogalum umbellatum,AM
23214,Ornithogalum umbellatum,AM
23215,Ornithogalum umbellatum,AM
23216,Ornithogalum umbellatum,AM
23217,Ornithogalum umbellatum,AM
23218,Ornithogalum umbellatum,AM
23219,Ornithogalum umbellatum,AM
23220,Ornithogalum umbellatum,AM
23221,Ornithogalum umbellatum,AM
23222,Ornithogalum umbellatum,AM
23223,Ornithogalum umbellatum,AM
23224,Ornithogalum umbellatum,AM
23225,Ornithogalum umbellatum,AM
23226,Ornithogalum umbellatum,AM
23227,Ornithogalum umbellatum,AM
23228,Ornithogalum umbellatum,AM
23229,Ornithogalum umbellatum,AM
23230,Ornithogalum umbellatum,AM
23231,Ornithogalum umbellatum,AM
23232,Ornithopus sativus,AM
23233,Orobanche cernua,AM
23234,Orobanche fasciculata,nm
23235,Orobanche ramosa,AM
23236,Orophaca caespitosa,AM
23237,Orophea creaghii,AM
23238,Orostachys iwarenge,AM
23239,Oroxylum indicum,AM
23240,Oroxylum indicum,AM
23241,Oroxylum indicum,AM
23242,Orphium frutescens,AM
23243,Orthantha lutea,AM
23244,Orthantha lutea,AM
23245,Orthilia secunda,EcM
23246,Orthilia secunda,EcM
23247,Orthilia secunda,EcM
23248,Orthilia secunda,EcM
23249,Orthilia secunda,EcM
23250,Orthilia secunda,EcM
23251,Orthilia secunda,EcM
23252,Orthilia secunda,EcM
23253,Orthilia secunda,EcM
23254,Orthilia secunda,EcM
23255,Orthilia secunda,AM
23256,Orthilia secunda,nm
23257,Orthilia secunda,"ErM,EcM"
23258,Orthilia secunda,AM
23259,Orthilia secunda,EcM
23260,Orthilia secunda,ErM
23261,Orthilia secunda,EcM
23262,Orthilia secunda,EcM
23263,Orthocarpus luteus,nm
23264,Orthocarpus luteus,nm
23265,Orthocarpus luteus,AM
23266,Orthocarpus tenuifolius,nm
23267,Orthodon,AM
23268,Orthosiphon pallidus,non-AM
23269,Orthosiphon pallidus,AM
23270,Orthosiphon thymiflorus,non-AM
23271,Orthosiphon thymiflorus,non-AM
23272,Orthosiphon thymiflorus,non-AM
23273,Orthurus kokanicus,AM
23274,Orthurus kokanicus,AM
23275,Orychophragmus violaceus,nm
23276,Oryza ,nm
23277,Oryza sativa,AM
23278,Oryza sativa,nm
23279,Oryza sativa,AM
23280,Oryza sativa,AM
23281,Oryza sativa,nm
23282,Oryza sativa,AM
23283,Oryza sativa,AM
23284,Oryza sativa,non-AM
23285,Oryza sativa,AM
23286,Oryza sativa,nm
23287,Oryza sativa,AM
23288,Oryza sativa,AM
23289,Oryza sativa,AM
23290,Oryza sativa,AM
23291,Oryza sativa,AM
23292,Oryza sativa,AM
23293,Oryza sativa,AM
23294,Oryza sativa,AM
23295,Oryza sativa,AM
23296,Oryzopsis asperifolia,AM
23297,Oryzopsis asperifolia,AM
23298,Oryzopsis hymenoides,AM
23299,Oryzopsis hymenoides,AM
23300,Osbeckia wynaadensis,AM
23301,Osmanthus didymopetalus,AM
23302,Osmanthus fragrans,AM
23303,Osmanthus fragrans,AM
23304,Osmanthus fragrans,AM
23305,Osmorhiza chilensis,AM
23306,Osmorhiza chilensis,AM
23307,Osmorhiza chilensis,AM
23308,Osmunda claytoniana,AM
23309,Osmunda claytoniana,AM
23310,Osmunda japonica,AM
23311,Osmunda japonica,AM
23312,Osmunda japonica,AM
23313,Osmunda regalis,AM
23314,Osmunda regalis,AM
23315,Osmunda regalis,AM
23316,Osmunda regalis,AM
23317,Osmunda regalis,AM
23318,Osmundastrum cinnamomeum,AM
23319,Osmundastrum cinnamomeum,AM
23320,Osmundastrum cinnamomeum,AM
23321,Osteomeles anthyllidifolia,AM
23322,Osteomeles schwerinae,AM
23323,Osteomeles schwerinae,AM
23324,Osteospermum spinosum,AM
23325,Ostrya japonica,EcM
23326,Ostrya rehderiana,EcM
23327,Ostrya rehderiana,nm
23328,Ostrya virginiana,EcM
23329,Ostrya virginiana,EcM
23330,Ostrya virginiana,EcM
23331,Ostrya virginiana,EcM
23332,Ostryopsis davidiana,EcM
23333,Osyris alba,AM
23334,Osyris alba,AM
23335,Osyris alba,nm
23336,Otanthus maritimus,AM
23337,Otanthus maritimus,AM
23338,Otholobium fruticans,AM
23339,Otholobium fruticans,AM
23340,Otholobium hirtum,AM
23341,Otholobium hirtum,AM
23342,Othonna bulbosa,AM
23343,Othonna digitata,AM
23344,Othonna filicaulis,AM
23345,Othonna quinquedentata,AM
23346,Othonna stenophylla,AM
23347,Ottelia alismoides,nm
23348,Ottelia alismoides,AM
23349,Ottelia alismoides,AM
23350,Ottelia alismoides,AM
23351,Ottelia alismoides,nm
23352,Ottelia ovalifolia,nm
23353,Ottelia ovalifolia,nm
23354,Oubanguia alata,AM
23355,Oubanguia alata,AM
23356,Oubanguia alata,AM
23357,Oubanguia alata,AM
23358,Oubanguia laurifolia,AM
23359,Ouratea,dual
23360,Ouratea,AM
23361,Ouratea,AM
23362,Ouratea ,AM
23363,Ouratea ,AM
23364,Ouratea calantha,AM
23365,Ouratea discophora,AM
23366,Ouratea spectabilis,AM
23367,Ourisia,AM
23368,Ovidia andina,AM
23369,Ovidia pillopillo,AM
23370,Owenia vernicosa,dual
23371,Owenia vernicosa,AM
23372,Oxalis ,AM
23373,Oxalis ,AM
23374,Oxalis acetosella,AM
23375,Oxalis acetosella,AM
23376,Oxalis acetosella,AM
23377,Oxalis acetosella,AM
23378,Oxalis acetosella,AM
23379,Oxalis acetosella,AM
23380,Oxalis acetosella,AM
23381,Oxalis acetosella,AM
23382,Oxalis acetosella,AM
23383,Oxalis acetosella,AM
23384,Oxalis acetosella,AM
23385,Oxalis acetosella,AM
23386,Oxalis acetosella,AM
23387,Oxalis acetosella,AM
23388,Oxalis acetosella,AM
23389,Oxalis acetosella,AM
23390,Oxalis acetosella,AM
23391,Oxalis acetosella,non-EcM
23392,Oxalis acetosella,AM
23393,Oxalis acetosella,AM
23394,Oxalis acetosella,AM
23395,Oxalis acetosella,AM
23396,Oxalis acetosella,AM
23397,Oxalis acetosella,AM
23398,Oxalis acetosella,nm
23399,Oxalis acetosella,AM
23400,Oxalis acetosella,AM
23401,Oxalis acetosella,AM
23402,Oxalis acetosella,AM
23403,Oxalis acetosella,nm
23404,Oxalis acetosella,AM
23405,Oxalis acetosella,nm
23406,Oxalis acetosella,AM
23407,Oxalis acetosella,AM
23408,Oxalis acetosella,AM
23409,Oxalis acetosella,AM
23410,Oxalis acetosella,nm
23411,Oxalis acetosella,AM
23412,Oxalis acetosella,nm
23413,Oxalis acetosella,AM
23414,Oxalis acetosella,AM
23415,Oxalis acetosella,AM
23416,Oxalis capillacea,AM
23417,Oxalis compacta,AM
23418,Oxalis conorrhiza,AM
23419,Oxalis conorrhiza,AM
23420,Oxalis conorrhiza,AM
23421,Oxalis corniculata,AM
23422,Oxalis corniculata,AM
23423,Oxalis corniculata,AM
23424,Oxalis corniculata,AM
23425,Oxalis corniculata,AM
23426,Oxalis corniculata,AM
23427,Oxalis corniculata,AM
23428,Oxalis corniculata,AM
23429,Oxalis corniculata,AM
23430,Oxalis corniculata,AM
23431,Oxalis corniculata,nm
23432,Oxalis corniculata,AM
23433,Oxalis corniculata,AM
23434,Oxalis corniculata,AM
23435,Oxalis corniculata,AM
23436,Oxalis corniculata,AM
23437,Oxalis corniculata,AM
23438,Oxalis corniculata,AM
23439,Oxalis debilis var. corymbosa,AM
23440,Oxalis debilis var. corymbosa,AM
23441,Oxalis deppei,AM
23442,Oxalis exilis,AM
23443,Oxalis latifolia,AM
23444,Oxalis luteola,AM
23445,Oxalis obtusa,AM
23446,Oxalis perennans,AM
23447,Oxalis pes-caprae,AM
23448,Oxalis polyphylla,AM
23449,Oxalis purpurea,AM
23450,Oxalis stricta,AM
23451,Oxalis stricta,AM
23452,Oxalis stricta,AM
23453,Oxalis stricta,AM
23454,Oxalis tenuifolia,AM
23455,Oxalis tomentosa,AM
23456,Oxalis valdiviensis,AM
23457,Oxalis valdiviensis,AM
23458,Oxalis violacea,AM
23459,Oxandra lanceolata,AM
23460,Oxandra lanceolata,AM
23461,Oxandra lanceolata,AM
23462,Oxandra lanceolata,AM
23463,Oxyanthus laxiflorus,AM
23464,Oxycaryum cubense,nm
23465,Oxyceros horridus,EcM
23466,Oxyceros horridus,EcM
23467,Oxyceros rugulosus,AM
23468,Oxydendrum arboreum,ErM
23469,Oxygyne,AM
23470,Oxylobium capitatum,AM
23471,Oxylobium capitatum,dual
23472,Oxylobium capitatum,dual
23473,Oxylobium ellipticum,EcM
23474,Oxylobium linariifolium,EcM
23475,Oxyria digyna,nm
23476,Oxyria digyna,AM
23477,Oxyria digyna,AM
23478,Oxyria digyna,AM
23479,Oxyria digyna,AM
23480,Oxyria digyna,nm
23481,Oxyria digyna,AM
23482,Oxyria digyna,nm
23483,Oxyria digyna,AM
23484,Oxyria digyna,nm
23485,Oxyria digyna,nm
23486,Oxyria digyna,nm
23487,Oxyria digyna,nm
23488,Oxyria digyna,nm
23489,Oxyria digyna,nm
23490,Oxyria digyna,nm
23491,Oxyria digyna,nm
23492,Oxyria digyna,nm
23493,Oxystigma buchholzii,AM
23494,Oxystigma mannii,AM
23495,Oxytropis aciphylla,AM
23496,Oxytropis albana,AM
23497,Oxytropis albana,AM
23498,Oxytropis albana,nm
23499,Oxytropis albana,nm
23500,Oxytropis alpina,AM
23501,Oxytropis campestris,AM
23502,Oxytropis campestris,AM
23503,Oxytropis campestris,AM
23504,Oxytropis immersa,AM
23505,Oxytropis kubanensis,AM
23506,Oxytropis kubanensis,AM
23507,Oxytropis kubanensis,AM
23508,Oxytropis mertensiana,AM
23509,Oxytropis nigrescens,AM
23510,Oxytropis pamiroalajca,AM
23511,Oxytropis pamiroalajca,AM
23512,Oxytropis savellanica,AM
23513,Oxytropis savellanica,AM
23514,Oxytropis scammaniana,AM
