,SITE,PLOT,NVC,Yr,shortcodes
2830,75,11,W10d,2,W10
2831,75,12,W21,2,W21
2832,75,13,W8e,2,W8
2833,75,14,W10c,2,W10
2834,75,15,W8,2,W8
2835,75,16,W21,2,W21
2836,76,1,M15,2,M15
2837,76,2,M15c,2,M15
2838,76,3,W4,2,W4
2839,76,4,H2,2,H2
2840,76,5,M16a,2,M16
2841,76,6,M16a,2,M16
2842,76,7,M15c,2,M15
2843,76,8,W16a,2,W16
2844,76,9,W4,2,W4
2845,76,10,W4,2,W4
2846,76,11,W16a,2,W16
2847,76,12,W16a,2,W16
2848,76,13,M16a,2,M16
2849,76,14,W4,2,W4
2850,76,15,U16c,2,U16
2851,76,16,W16a,2,W16
2852,77,2,W16a,2,W16
2853,77,3,W16,2,W16
2854,77,4,W10d,2,W10
2855,77,5,W10d,2,W10
2856,77,6,W10d,2,W10
2857,77,7,W16a,2,W16
2858,77,8,W16a,2,W16
2859,77,9,W16a,2,W16
2860,77,10,U16c,2,U16
2861,77,11,H12a,2,H12
2862,77,12,W10d,2,W10
2863,77,13,W10d,2,W10
2864,77,14,W10d,2,W10
2865,77,15,W4,2,W4
2866,78,1,W15a,2,W15
2867,78,2,W15a,2,W15
2868,78,3,W15a,2,W15
2869,78,4,W15,2,W15
2870,78,5,W16b,2,W16
2871,78,6,W16b,2,W16
2872,78,7,W16b,2,W16
2873,78,8,W16a,2,W16
2874,78,9,W16a,2,W16
2875,78,10,W16b,2,W16
2876,78,11,W16b,2,W16
2877,78,12,W15a,2,W15
2878,78,13,W15a,2,W15
2879,78,14,W16b,2,W16
2880,78,15,W16b,2,W16
2881,78,16,W16b,2,W16
2882,79,1,W15a,2,W15
2883,79,4,W10d,2,W10
2884,79,5,W10d,2,W10
2885,79,6,W10c,2,W10
2886,79,7,W10d,2,W10
2887,79,8,W10d,2,W10
2888,79,9,W10d,2,W10
2889,79,10,W10d,2,W10
2890,79,11,W16a,2,W16
2891,79,12,W10d,2,W10
2892,79,13,W15,2,W15
2893,79,14,W6,2,W6
2894,79,15,OV27,2,OV27
2895,79,16,W10d,2,W10
2896,80,1,W10b,2,W10
2897,80,2,W10a,2,W10
2898,80,3,W10c,2,W10
2899,80,4,W14,2,W14
2900,80,5,W16b,2,W16
2901,80,6,W10a,2,W10
2902,80,7,W10a,2,W10
2903,80,8,W10a,2,W10
2904,80,9,OV27,2,OV27
2905,80,10,W10a,2,W10
2906,80,11,OV27,2,OV27
2907,80,12,OV27,2,OV27
2908,80,13,W16b,2,W16
2909,80,14,OV27,2,OV27
2910,80,15,W15a,2,W15
2911,80,16,W10a,2,W10
2912,81,1,W21,2,W21
2913,81,2,W14,2,W14
2914,81,3,W15c,2,W15
2915,81,4,W14,2,W14
2916,81,5,W10a,2,W10
2917,81,6,OV27d,2,OV27
2918,81,7,W21,2,W21
2919,81,8,OV27,2,OV27
2920,81,9,OV27,2,OV27
2921,81,10,W10,2,W10
2922,81,11,M27,2,M27
2923,81,12,W21,2,W21
2924,81,13,W10,2,W10
2925,81,14,W8d,2,W8
2926,81,15,W21,2,W21
2927,81,16,W10c,2,W10
2928,82,1,W10c,2,W10
2929,82,2,W10c,2,W10
2930,82,3,W10c,2,W10
2931,82,4,W15a,2,W15
2932,82,5,W15,2,W15
2933,82,6,W10d,2,W10
2934,82,8,W15,2,W15
2935,82,9,W10a,2,W10
2936,82,10,W10d,2,W10
2937,82,11,W10c,2,W10
2938,82,12,W10d,2,W10
2939,82,13,W10d,2,W10
2940,82,14,W10d,2,W10
2941,82,15,W14,2,W14
2942,82,16,W10d,2,W10
2943,83,1,W10d,2,W10
2944,83,2,OV27,2,OV27
2945,83,3,OV27,2,OV27
2946,83,4,OV27,2,OV27
2947,83,5,W10,2,W10
2948,83,6,OV27,2,OV27
2949,83,7,OV27,2,OV27
2950,83,8,OV27,2,OV27
2951,83,9,MG7A,2,MG7
2952,83,10,MG7A,2,MG7
2953,83,11,MG7A,2,MG7
2954,83,12,OV27,2,OV27
2955,83,13,W6,2,W6
2956,83,14,OV21,2,OV21
2957,83,15,OV27,2,OV27
2958,84,1,W16b,2,W16
2959,84,2,W16b,2,W16
2960,84,3,W10a,2,W10
2961,84,4,W16b,2,W16
2962,84,5,W15a,2,W15
2963,84,6,OV27d,2,OV27
2964,84,7,W16b,2,W16
2965,84,8,W10a,2,W10
2966,84,9,W16a,2,W16
2967,84,10,W16b,2,W16
2968,84,11,W10a,2,W10
2969,84,12,W10a,2,W10
2970,84,13,W16,2,W16
2971,84,14,W16b,2,W16
2972,84,15,W10a,2,W10
2973,84,16,W10d,2,W10
2974,85,1,W10c,2,W10
2975,85,2,W10c,2,W10
2976,85,3,W10,2,W10
2977,85,4,W16b,2,W16
2978,85,5,W10c,2,W10
2979,85,6,W16b,2,W16
2980,85,7,W10,2,W10
2981,85,8,OV27,2,OV27
2982,85,9,W16,2,W16
2983,85,10,W10d,2,W10
2984,85,11,W21,2,W21
2985,85,12,W21,2,W21
2986,85,13,W4,2,W4
2987,85,14,W16b,2,W16
2988,85,15,OV27,2,OV27
2989,85,16,W10,2,W10
2990,86,1,W16b,2,W16
2991,86,2,W16,2,W16
2992,86,3,W16,2,W16
2993,86,4,W16b,2,W16
2994,86,5,W16,2,W16
2995,86,6,W16a,2,W16
2996,86,7,W10,2,W10
2997,86,8,W16b,2,W16
2998,86,9,W16b,2,W16
2999,86,10,W16a,2,W16
3000,86,11,W16,2,W16
3001,86,12,W16a,2,W16
3002,86,13,W16,2,W16
3003,86,14,W10d,2,W10
3004,86,15,W16,2,W16
3005,86,16,W16b,2,W16
3006,87,1,W10d,2,W10
3007,87,2,W10d,2,W10
3008,87,3,W10d,2,W10
3009,87,4,W10d,2,W10
3010,87,5,MG7A,2,MG7
3011,87,6,W16,2,W16
3012,87,7,W10c,2,W10
3013,87,8,W10d,2,W10
3014,87,9,W10d,2,W10
3015,87,10,W16b,2,W16
3016,87,11,W10d,2,W10
3017,87,12,W10d,2,W10
3018,87,13,W16,2,W16
3019,87,14,W16b,2,W16
3020,87,15,W16a,2,W16
3021,87,16,W10d,2,W10
3022,88,1,W10a,2,W10
3023,88,2,W8d,2,W8
3024,88,3,W10,2,W10
3025,88,4,W10,2,W10
3026,88,5,W16b,2,W16
3027,88,6,W10d,2,W10
3028,88,7,W10,2,W10
3029,88,8,W10,2,W10
3030,88,9,W10b,2,W10
3031,88,10,W15a,2,W15
3032,88,11,W10a,2,W10
3033,88,12,W10,2,W10
3034,88,13,W10d,2,W10
3035,88,14,W10d,2,W10
3036,88,15,W16a,2,W16
3037,88,16,W10,2,W10
3038,89,1,W16b,2,W16
3039,89,2,W16b,2,W16
3040,89,3,W16b,2,W16
3041,89,4,W16b,2,W16
3042,89,5,W16b,2,W16
3043,89,6,W15a,2,W15
3044,89,7,W16b,2,W16
3045,89,8,W15c,2,W15
3046,89,9,W10a,2,W10
3047,89,10,W16b,2,W16
3048,89,11,W16b,2,W16
3049,89,12,W10c,2,W10
3050,89,13,OV27d,2,OV27
3051,89,14,W16b,2,W16
3052,89,15,W16b,2,W16
3053,89,16,W16b,2,W16
3054,90,1,W10,2,W10
3055,90,3,W10a,2,W10
3056,90,4,W6,2,W6
3057,90,5,W16b,2,W16
3058,90,6,W10a,2,W10
3059,90,7,W10a,2,W10
3060,90,8,OV27d,2,OV27
3061,90,9,W10c,2,W10
3062,90,10,W10c,2,W10
3063,90,11,OV27d,2,OV27
3064,90,12,W16b,2,W16
3065,90,13,W16b,2,W16
3066,90,14,W16b,2,W16
3067,90,15,W16b,2,W16
3068,90,16,W10a,2,W10
3069,91,1,W10d,2,W10
3070,91,2,W10d,2,W10
3071,91,3,W8,2,W8
3072,91,4,W6,2,W6
3073,91,5,W6,2,W6
3074,91,6,W10d,2,W10
3075,91,7,W10d,2,W10
3076,91,8,W6,2,W6
3077,91,9,W6,2,W6
3078,91,10,W15a,2,W15
3079,91,11,W10c,2,W10
3080,91,12,W10d,2,W10
3081,91,13,W14,2,W14
3082,91,14,W10d,2,W10
3083,91,16,OV27d,2,OV27
3084,92,1,W15a,2,W15
3085,92,2,W10a,2,W10
3086,92,3,OV27d,2,OV27
3087,92,4,W10a,2,W10
3088,92,5,W10a,2,W10
3089,92,6,W10a,2,W10
3090,92,7,W16b,2,W16
3091,92,8,OV27d,2,OV27
3092,92,9,W16,2,W16
3093,92,10,W16b,2,W16
3094,92,11,W16b,2,W16
3095,92,12,W10,2,W10
3096,92,13,W10a,2,W10
3097,92,14,W10,2,W10
3098,92,15,W10c,2,W10
3099,92,16,W8d,2,W8
3100,93,1,W15a,2,W15
3101,93,2,OV27d,2,OV27
3102,93,3,W15a,2,W15
3103,93,4,W16b,2,W16
3104,93,5,W16b,2,W16
3105,93,6,OV27d,2,OV27
3106,93,7,W13,2,W13
3107,93,8,OV27d,2,OV27
3108,93,9,W8d,2,W8
3109,93,10,OV27d,2,OV27
3110,93,11,W6,2,W6
3111,93,12,W13,2,W13
3112,93,13,W13,2,W13
3113,93,14,OV27d,2,OV27
3114,93,15,OV27d,2,OV27
3115,93,16,W10a,2,W10
3116,94,1,W12,2,W12
3117,94,2,W10c,2,W10
3118,94,3,W10c,2,W10
3119,94,4,W16b,2,W16
3120,94,5,W14,2,W14
3121,94,6,W15a,2,W15
3122,94,7,W15a,2,W15
3123,94,8,W12c,2,W12
3124,94,9,W10c,2,W10
3125,94,10,W10c,2,W10
3126,94,11,W10c,2,W10
3127,94,12,OV27,2,OV27
3128,94,13,W10,2,W10
3129,94,14,W15a,2,W15
3130,94,15,W14,2,W14
3131,94,16,W15a,2,W15
3132,95,1,W10d,2,W10
3133,95,2,W10a,2,W10
3134,95,3,W10,2,W10
3135,95,4,W10,2,W10
3136,95,5,W10d,2,W10
3137,95,6,W10a,2,W10
3138,95,7,W10a,2,W10
3139,95,8,W10c,2,W10
3140,95,9,W10,2,W10
3141,95,10,W10d,2,W10
3142,95,11,W10,2,W10
3143,95,12,W16b,2,W16
3144,95,13,W10,2,W10
3145,95,14,W10d,2,W10
3146,95,15,W14,2,W14
3147,95,16,W16b,2,W16
3148,96,1,W21,2,W21
3149,96,2,W15a,2,W15
3150,96,3,W10a,2,W10
3151,96,4,OV27d,2,OV27
3152,96,5,W10,2,W10
3153,96,6,OV27d,2,OV27
3154,96,7,W10a,2,W10
3155,96,8,W8e,2,W8
3156,96,9,W14,2,W14
3157,96,10,W10a,2,W10
3158,96,11,W8e,2,W8
3159,96,12,W10,2,W10
3160,96,13,W10,2,W10
3161,96,14,W16b,2,W16
3162,96,15,W10c,2,W10
3163,96,16,W16b,2,W16
3164,97,1,W6,2,W6
3165,97,2,W10c,2,W10
3166,97,3,OV27d,2,OV27
3167,97,4,W6,2,W6
3168,97,5,W6,2,W6
3169,97,6,W10c,2,W10
3170,97,7,W10d,2,W10
3171,97,8,W10a,2,W10
3172,97,9,W10c,2,W10
3173,97,10,W10a,2,W10
3174,97,11,OV27,2,OV27
3175,97,12,W10d,2,W10
3176,97,13,W16b,2,W16
3177,97,14,W10,2,W10
3178,97,15,W21,2,W21
3179,97,16,W16b,2,W16
3180,98,1,W10d,2,W10
3181,98,2,W10,2,W10
3182,98,3,W10c,2,W10
3183,98,4,W10c,2,W10
3184,98,5,W10,2,W10
3185,98,6,W10c,2,W10
3186,98,7,W10c,2,W10
3187,98,8,W10d,2,W10
3188,98,9,W10d,2,W10
3189,98,10,W10,2,W10
3190,98,13,W10c,2,W10
3191,98,14,OV27,2,OV27
3192,98,15,OV27,2,OV27
3193,98,16,OV21,2,OV21
3194,99,1,W10a,2,W10
3195,99,2,W10a,2,W10
3196,99,3,W8d,2,W8
3197,99,4,W10a,2,W10
3198,99,5,W10a,2,W10
3199,99,6,W14,2,W14
3200,99,7,W8d,2,W8
3201,99,8,OV27d,2,OV27
3202,99,9,W14,2,W14
3203,99,11,W16b,2,W16
3204,99,12,W15c,2,W15
3205,99,15,W10a,2,W10
3206,99,16,W10a,2,W10
3207,100,1,W15a,2,W15
3208,100,2,W15a,2,W15
3209,100,3,W15a,2,W15
3210,100,4,W15a,2,W15
3211,100,5,W14,2,W14
3212,100,6,W15a,2,W15
3213,100,7,W10a,2,W10
3214,100,8,W10a,2,W10
3215,100,9,W15a,2,W15
3216,100,10,W15a,2,W15
3217,100,11,W15a,2,W15
3218,100,12,W15a,2,W15
3219,100,13,W15a,2,W15
3220,100,14,W16b,2,W16
3221,100,15,W15a,2,W15
3222,100,16,W10a,2,W10
3223,101,1,W16b,2,W16
3224,101,2,W10a,2,W10
3225,101,3,W16b,2,W16
3226,101,4,W16b,2,W16
3227,101,5,W21,2,W21
3228,101,6,W10a,2,W10
3229,101,7,W21,2,W21
3230,101,8,W10c,2,W10
3231,101,9,W21,2,W21
3232,101,10,W21,2,W21
3233,101,11,W16b,2,W16
3234,101,12,W8d,2,W8
3235,101,13,W10d,2,W10
3236,101,14,W10a,2,W10
3237,101,15,W10c,2,W10
3238,101,16,W10c,2,W10
3239,102,1,W16b,2,W16
3240,102,2,W16b,2,W16
3241,102,3,W16b,2,W16
3242,102,4,W16b,2,W16
3243,102,5,W15a,2,W15
3244,102,6,W4,2,W4
3245,102,7,W1,2,W1
3246,102,8,W6,2,W6
3247,102,9,W15a,2,W15
3248,102,10,W15a,2,W15
3249,102,11,W16b,2,W16
3250,102,12,W16b,2,W16
3251,102,13,W10d,2,W10
3252,102,14,W16b,2,W16
3253,102,15,W16b,2,W16
3254,102,16,W10d,2,W10
3255,103,1,W21a,2,W21
3256,103,2,W21,2,W21
3257,103,3,W21,2,W21
3258,103,4,W21,2,W21
3259,103,5,OV24,2,OV24
3260,103,6,W13,2,W13
3261,103,7,W21a,2,W21
3262,103,8,MG1a,2,MG1
3263,103,9,W21a,2,W21
3264,103,10,W21,2,W21
3265,103,11,W21c,2,W21
3266,103,12,W13,2,W13
3267,103,13,W21a,2,W21
3268,103,14,W21c,2,W21
3269,103,15,W21c,2,W21
3270,103,16,W21c,2,W21
