site,plot,BRC,DBH_class,Count,Yr,species,ms,flag,dbhcounts
84,9,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
84,9,920810.0,17,1,1,Fagus sylvatica,em,0,17
84,10,920569.0,1,2,1,Crataegus monogyna,em,0,2
84,10,920810.0,1,2,1,Fagus sylvatica,em,0,2
84,10,9201023.0,1,2,1,Ilex aquifolium,am,1,2
84,10,9201960.0,1,2,1,Sorbus aucuparia,am,0,2
84,10,9205.0,1,3,1,Acer pseudoplatanus,am,0,3
84,10,9201960.0,1,5,1,Sorbus aucuparia,am,0,5
84,10,9205.0,1,6,2,Acer pseudoplatanus,am,0,6
84,10,9205.0,1,10,1,Acer pseudoplatanus,am,0,10
84,10,9201960.0,2,1,1,Sorbus aucuparia,am,0,2
84,10,9201023.0,2,1,2,Ilex aquifolium,am,1,2
84,10,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
84,10,92077.0,3,1,1,Alnus glutinosa,d,0,3
84,10,9201960.0,3,1,1,Sorbus aucuparia,am,0,3
84,10,9201960.0,3,1,2,Sorbus aucuparia,am,0,3
84,10,9205.0,4,1,1,Acer pseudoplatanus,am,0,4
84,10,92077.0,4,1,2,Alnus glutinosa,d,0,4
84,10,9204445.0,4,2,1,Betula seedling/sp,em,0,8
84,10,9204445.0,5,1,1,Betula seedling/sp,em,0,5
84,10,9201023.0,5,1,2,Ilex aquifolium,am,1,5
84,10,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
84,10,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
84,10,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
84,10,9204445.0,6,2,1,Betula seedling/sp,em,0,12
84,10,9204445.0,7,1,1,Betula seedling/sp,em,0,7
84,10,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
84,10,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
84,10,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
84,10,9204446.0,11,2,2,Quercus seedling/sp,em,0,22
84,10,9204446.0,12,1,2,Quercus seedling/sp,em,0,12
84,11,9204445.0,1,1,1,Betula seedling/sp,em,0,1
84,11,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
84,11,92077.0,1,2,1,Alnus glutinosa,d,0,2
84,11,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
84,11,9201023.0,1,2,2,Ilex aquifolium,am,1,2
84,11,92077.0,2,1,1,Alnus glutinosa,d,0,2
84,11,9204445.0,2,1,1,Betula seedling/sp,em,0,2
84,11,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
84,11,92077.0,2,1,2,Alnus glutinosa,d,0,2
84,11,9204446.0,2,1,2,Quercus seedling/sp,em,0,2
84,11,9204558.0,2,1,2,Salix seedling/sp,u,0,2
84,11,9201023.0,2,2,2,Ilex aquifolium,am,1,4
84,11,9205.0,3,1,2,Acer pseudoplatanus,am,0,3
84,11,92077.0,3,1,2,Alnus glutinosa,d,0,3
84,11,9201023.0,3,1,2,Ilex aquifolium,am,1,3
84,11,9204446.0,3,2,1,Quercus seedling/sp,em,0,6
84,11,92077.0,3,8,1,Alnus glutinosa,d,0,24
84,11,9204445.0,4,1,1,Betula seedling/sp,em,0,4
84,11,92077.0,4,1,2,Alnus glutinosa,d,0,4
84,11,9205.0,4,2,1,Acer pseudoplatanus,am,0,8
84,11,92077.0,4,2,1,Alnus glutinosa,d,0,8
84,11,9204445.0,5,1,1,Betula seedling/sp,em,0,5
84,11,9205.0,5,2,2,Acer pseudoplatanus,am,0,10
84,11,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
84,11,9205.0,6,1,2,Acer pseudoplatanus,am,0,6
84,11,9204445.0,6,1,2,Betula seedling/sp,em,0,6
84,11,9204445.0,6,2,1,Betula seedling/sp,em,0,12
84,11,9205.0,7,1,2,Acer pseudoplatanus,am,0,7
84,11,92077.0,7,1,2,Alnus glutinosa,d,0,7
84,11,9204445.0,7,2,2,Betula seedling/sp,em,0,14
84,11,9204446.0,10,2,2,Quercus seedling/sp,em,0,20
84,11,9204446.0,12,1,2,Quercus seedling/sp,em,0,12
84,12,9204445.0,1,1,1,Betula seedling/sp,em,0,1
84,12,920841.0,1,3,1,Fraxinus excelsior (c),am,0,3
84,12,920557.0,1,6,1,Corylus avellana,em,0,6
84,12,9201687.0,1,48,1,Rhododendron ponticum,er,1,48
84,12,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
84,12,920569.0,2,2,1,Crataegus monogyna,em,0,4
84,12,9204445.0,2,2,1,Betula seedling/sp,em,0,4
84,12,9204446.0,2,3,1,Quercus seedling/sp,em,0,6
84,12,920841.0,2,5,1,Fraxinus excelsior (c),am,0,10
84,12,9205.0,3,1,1,Acer pseudoplatanus,am,0,3
84,12,9205.0,3,1,2,Acer pseudoplatanus,am,0,3
84,12,920841.0,3,1,2,Fraxinus excelsior (c),am,0,3
84,12,920569.0,3,2,1,Crataegus monogyna,em,0,6
84,12,920841.0,3,2,1,Fraxinus excelsior (c),am,0,6
84,12,9204445.0,3,2,1,Betula seedling/sp,em,0,6
84,12,9204446.0,3,3,1,Quercus seedling/sp,em,0,9
84,12,9204445.0,4,1,1,Betula seedling/sp,em,0,4
84,12,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
84,12,9205.0,4,1,2,Acer pseudoplatanus,am,0,4
84,12,9204446.0,4,2,2,Quercus seedling/sp,em,0,8
84,12,9201960.0,5,1,2,Sorbus aucuparia,am,0,5
84,12,9204445.0,5,1,2,Betula seedling/sp,em,0,5
84,12,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
84,12,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
84,12,9204445.0,6,1,2,Betula seedling/sp,em,0,6
84,12,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
84,12,92077.0,6,2,2,Alnus glutinosa,d,0,12
84,12,92077.0,7,3,2,Alnus glutinosa,d,0,21
84,12,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
84,12,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
84,12,9204446.0,11,1,2,Quercus seedling/sp,em,0,11
84,13,9204445.0,1,1,1,Betula seedling/sp,em,0,1
84,13,9201484.0,1,2,1,Pinus sylvestris,em,0,2
84,13,9204442.0,1,4,1,Larix sp.,em,0,4
84,13,9201484.0,1,10,1,Pinus sylvestris,em,0,10
84,13,9204445.0,1,54,1,Betula seedling/sp,em,0,54
84,13,9204445.0,2,3,1,Betula seedling/sp,em,0,6
84,13,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
84,14,9204445.0,1,2,1,Betula seedling/sp,em,0,2
84,14,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
84,14,9204445.0,1,14,1,Betula seedling/sp,em,0,14
84,14,9204445.0,1,54,2,Betula seedling/sp,em,0,54
84,14,9204445.0,2,1,1,Betula seedling/sp,em,0,2
84,14,9204446.0,2,1,2,Quercus seedling/sp,em,0,2
84,14,9204446.0,3,2,2,Quercus seedling/sp,em,0,6
84,14,9204445.0,4,2,2,Betula seedling/sp,em,0,8
84,14,9204442.0,6,1,1,Larix sp.,em,0,6
84,14,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
84,14,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
84,14,9204442.0,7,2,1,Larix sp.,em,0,14
84,14,9204442.0,8,1,1,Larix sp.,em,0,8
84,14,9204442.0,9,1,1,Larix sp.,em,0,9
84,15,9201687.0,1,30,2,Rhododendron ponticum,er,1,30
84,15,9204445.0,2,2,2,Betula seedling/sp,em,0,4
84,15,9204445.0,3,2,2,Betula seedling/sp,em,0,6
84,15,9204445.0,4,1,2,Betula seedling/sp,em,0,4
84,15,9204445.0,6,1,1,Betula seedling/sp,em,0,6
84,15,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
84,15,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
84,15,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
84,15,920810.0,17,1,1,Fagus sylvatica,em,0,17
84,16,9204445.0,5,1,1,Betula seedling/sp,em,0,5
84,16,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
84,16,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
84,16,9201484.0,7,1,2,Pinus sylvestris,em,0,7
84,16,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
84,16,9204446.0,9,3,1,Quercus seedling/sp,em,0,27
84,16,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
85,1,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
85,1,9204445.0,4,1,1,Betula seedling/sp,em,0,4
85,1,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
85,1,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
85,1,9204446.0,5,3,1,Quercus seedling/sp,em,0,15
85,1,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
85,1,9204445.0,6,1,2,Betula seedling/sp,em,0,6
85,1,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
85,1,9204446.0,7,2,1,Quercus seedling/sp,em,0,14
85,1,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
85,1,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
85,1,9204446.0,8,2,1,Quercus seedling/sp,em,0,16
85,1,9204446.0,11,1,1,Quercus seedling/sp,em,0,11
85,1,9204446.0,12,1,1,Quercus seedling/sp,em,0,12
85,2,920569.0,1,1,2,Crataegus monogyna,em,0,1
85,2,920557.0,1,10,1,Corylus avellana,em,0,10
85,2,920557.0,1,16,2,Corylus avellana,em,0,16
85,2,920557.0,2,2,1,Corylus avellana,em,0,4
85,2,920557.0,2,2,2,Corylus avellana,em,0,4
85,2,920569.0,2,2,2,Crataegus monogyna,em,0,4
85,2,920557.0,3,2,1,Corylus avellana,em,0,6
85,2,920557.0,5,4,1,Corylus avellana,em,0,20
85,2,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
85,2,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
85,2,92077.0,9,1,2,Alnus glutinosa,d,0,9
85,2,920841.0,10,1,2,Fraxinus excelsior (c),am,0,10
85,3,9204445.0,1,2,2,Betula seedling/sp,em,0,2
85,3,920569.0,2,1,1,Crataegus monogyna,em,0,2
85,3,9204445.0,3,1,1,Betula seedling/sp,em,0,3
85,3,9204445.0,4,1,1,Betula seedling/sp,em,0,4
85,3,9204446.0,4,2,1,Quercus seedling/sp,em,0,8
85,3,9204445.0,5,1,1,Betula seedling/sp,em,0,5
85,3,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
85,3,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
85,3,9204446.0,6,2,2,Quercus seedling/sp,em,0,12
85,3,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
85,3,9204445.0,8,1,1,Betula seedling/sp,em,0,8
85,3,9204446.0,11,1,2,Quercus seedling/sp,em,0,11
85,3,9204446.0,12,1,2,Quercus seedling/sp,em,0,12
85,4,9201960.0,1,4,2,Sorbus aucuparia,am,0,4
85,4,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
85,4,9204446.0,6,4,1,Quercus seedling/sp,em,0,24
85,4,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
85,4,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
85,4,9204446.0,10,3,2,Quercus seedling/sp,em,0,30
85,4,9204446.0,11,1,2,Quercus seedling/sp,em,0,11
85,5,920569.0,2,1,2,Crataegus monogyna,em,0,2
85,5,9204445.0,6,1,1,Betula seedling/sp,em,0,6
85,5,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
85,5,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
85,5,9204445.0,9,1,2,Betula seedling/sp,em,0,9
85,5,9204445.0,10,1,1,Betula seedling/sp,em,0,10
85,5,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
85,5,9204445.0,11,1,2,Betula seedling/sp,em,0,11
85,6,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
85,6,9204446.0,2,1,2,Quercus seedling/sp,em,0,2
85,6,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
85,6,9204446.0,4,2,2,Quercus seedling/sp,em,0,8
85,6,9204446.0,6,3,2,Quercus seedling/sp,em,0,18
85,6,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
85,6,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
85,6,9204446.0,11,1,2,Quercus seedling/sp,em,0,11
85,7,920569.0,2,1,1,Crataegus monogyna,em,0,2
85,7,9201960.0,3,1,2,Sorbus aucuparia,am,0,3
85,7,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
85,7,9204446.0,6,2,2,Quercus seedling/sp,em,0,12
85,7,9204445.0,7,1,1,Betula seedling/sp,em,0,7
85,7,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
85,7,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
85,7,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
85,7,9204446.0,9,2,2,Quercus seedling/sp,em,0,18
85,7,9204446.0,11,1,1,Quercus seedling/sp,em,0,11
85,7,9204446.0,12,1,1,Quercus seedling/sp,em,0,12
85,8,920557.0,1,8,1,Corylus avellana,em,0,8
85,8,920557.0,2,2,1,Corylus avellana,em,0,4
85,8,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
85,8,9204446.0,6,4,1,Quercus seedling/sp,em,0,24
85,8,9204446.0,8,2,1,Quercus seedling/sp,em,0,16
85,8,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
85,8,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
85,8,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
85,8,9204446.0,11,1,2,Quercus seedling/sp,em,0,11
85,9,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
85,9,920569.0,7,1,1,Crataegus monogyna,em,0,7
85,9,9204445.0,7,2,2,Betula seedling/sp,em,0,14
85,10,920557.0,1,2,1,Corylus avellana,em,0,2
85,10,9204446.0,1,2,2,Quercus seedling/sp,em,0,2
85,10,9204445.0,1,4,2,Betula seedling/sp,em,0,4
85,10,9204446.0,2,2,1,Quercus seedling/sp,em,0,4
85,10,920557.0,2,10,1,Corylus avellana,em,0,20
85,10,920557.0,3,2,1,Corylus avellana,em,0,6
85,10,9204445.0,4,1,1,Betula seedling/sp,em,0,4
85,10,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
85,10,9204445.0,5,1,2,Betula seedling/sp,em,0,5
85,10,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
85,10,9204445.0,6,1,2,Betula seedling/sp,em,0,6
85,11,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
85,11,920557.0,1,10,1,Corylus avellana,em,0,10
85,11,9201617.0,1,12,1,Prunus spinosa,am,0,12
85,11,920557.0,1,14,2,Corylus avellana,em,0,14
85,11,920557.0,2,6,1,Corylus avellana,em,0,12
85,11,920569.0,3,1,2,Crataegus monogyna,em,0,3
85,11,9201960.0,4,1,1,Sorbus aucuparia,am,0,4
85,11,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
85,11,92077.0,5,1,1,Alnus glutinosa,d,0,5
85,11,9201960.0,5,1,1,Sorbus aucuparia,am,0,5
85,11,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
85,11,9204446.0,5,4,1,Quercus seedling/sp,em,0,20
85,11,92077.0,6,1,1,Alnus glutinosa,d,0,6
85,11,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
85,11,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
85,11,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
85,11,9204446.0,9,2,2,Quercus seedling/sp,em,0,18
85,11,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
85,12,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
85,12,920557.0,1,20,2,Corylus avellana,em,0,20
85,12,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
85,12,920569.0,2,1,2,Crataegus monogyna,em,0,2
85,12,920841.0,2,1,2,Fraxinus excelsior (c),am,0,2
85,12,9201960.0,3,1,1,Sorbus aucuparia,am,0,3
85,12,920569.0,3,1,2,Crataegus monogyna,em,0,3
85,12,9204446.0,3,2,1,Quercus seedling/sp,em,0,6
85,12,920841.0,3,2,2,Fraxinus excelsior (c),am,0,6
85,12,9204446.0,4,2,1,Quercus seedling/sp,em,0,8
85,12,9204446.0,5,3,1,Quercus seedling/sp,em,0,15
85,12,9204446.0,6,2,2,Quercus seedling/sp,em,0,12
85,12,9204446.0,6,3,1,Quercus seedling/sp,em,0,18
85,12,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
85,12,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
85,12,9204446.0,8,2,2,Quercus seedling/sp,em,0,16
85,12,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
85,12,920841.0,10,1,2,Fraxinus excelsior (c),am,0,10
85,13,9204558.0,1,2,1,Salix seedling/sp,u,0,2
85,13,9201789.0,1,2,2,Salix cinerea,d,0,2
85,13,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
85,13,9204558.0,6,1,1,Salix seedling/sp,u,0,6
85,13,92077.0,6,1,2,Alnus glutinosa,d,0,6
85,13,92077.0,7,1,1,Alnus glutinosa,d,0,7
85,13,92077.0,7,2,2,Alnus glutinosa,d,0,14
85,13,92077.0,12,1,2,Alnus glutinosa,d,0,12
85,14,920569.0,1,4,1,Crataegus monogyna,em,0,4
85,14,920557.0,1,8,1,Corylus avellana,em,0,8
85,14,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
85,14,920557.0,2,6,1,Corylus avellana,em,0,12
85,14,9204446.0,3,1,1,Quercus seedling/sp,em,0,3
85,14,9204445.0,4,1,1,Betula seedling/sp,em,0,4
85,14,9204445.0,6,1,2,Betula seedling/sp,em,0,6
85,14,9204446.0,6,2,2,Quercus seedling/sp,em,0,12
85,14,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
85,14,9204446.0,7,4,2,Quercus seedling/sp,em,0,28
85,14,9204446.0,8,2,2,Quercus seedling/sp,em,0,16
85,14,9204445.0,9,1,2,Betula seedling/sp,em,0,9
85,14,9204445.0,10,1,1,Betula seedling/sp,em,0,10
85,14,9204446.0,11,1,1,Quercus seedling/sp,em,0,11
85,15,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
85,15,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
85,15,9204446.0,8,2,1,Quercus seedling/sp,em,0,16
85,15,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
85,15,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
85,16,92077.0,1,2,2,Alnus glutinosa,d,0,2
85,16,9201617.0,1,4,2,Prunus spinosa,am,0,4
85,16,920557.0,1,62,2,Corylus avellana,em,0,62
85,16,920569.0,2,1,2,Crataegus monogyna,em,0,2
85,16,920557.0,2,4,2,Corylus avellana,em,0,8
85,16,92077.0,3,1,1,Alnus glutinosa,d,0,3
85,16,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
85,16,92077.0,7,1,1,Alnus glutinosa,d,0,7
85,16,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
85,16,92077.0,9,1,1,Alnus glutinosa,d,0,9
85,16,9204445.0,9,1,1,Betula seedling/sp,em,0,9
85,16,9204446.0,11,1,2,Quercus seedling/sp,em,0,11
86,1,920557.0,1,2,2,Corylus avellana,em,0,2
86,1,9204445.0,1,8,2,Betula seedling/sp,em,0,8
86,1,9201960.0,1,14,2,Sorbus aucuparia,am,0,14
86,1,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
86,1,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
86,1,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
86,1,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
86,1,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
86,1,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
86,1,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
86,1,9204446.0,12,1,1,Quercus seedling/sp,em,0,12
86,2,920841.0,1,3,2,Fraxinus excelsior (c),am,0,3
86,2,9204445.0,1,4,2,Betula seedling/sp,em,0,4
86,2,9204314.0,1,6,2,Ulmus sp.,am,0,6
86,2,920841.0,2,1,2,Fraxinus excelsior (c),am,0,2
86,2,920841.0,3,1,2,Fraxinus excelsior (c),am,0,3
86,2,9204446.0,4,3,1,Quercus seedling/sp,em,0,12
86,2,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
86,2,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
86,2,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
86,2,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
86,2,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
86,2,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
86,2,920841.0,8,2,2,Fraxinus excelsior (c),am,0,16
86,2,9204446.0,9,2,2,Quercus seedling/sp,em,0,18
86,2,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
86,2,9204446.0,11,1,1,Quercus seedling/sp,em,0,11
86,2,9204446.0,12,1,2,Quercus seedling/sp,em,0,12
86,3,9204445.0,3,2,2,Betula seedling/sp,em,0,6
86,3,9201960.0,5,1,2,Sorbus aucuparia,am,0,5
86,3,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
86,3,9204445.0,6,1,2,Betula seedling/sp,em,0,6
86,3,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
86,3,9201960.0,8,1,2,Sorbus aucuparia,am,0,8
86,3,9204446.0,8,3,1,Quercus seedling/sp,em,0,24
86,3,9204446.0,9,3,1,Quercus seedling/sp,em,0,27
86,3,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
86,4,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
86,4,9204446.0,4,3,2,Quercus seedling/sp,em,0,12
86,4,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
86,4,9204445.0,5,1,2,Betula seedling/sp,em,0,5
86,4,9204446.0,6,4,1,Quercus seedling/sp,em,0,24
86,4,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
86,4,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
86,4,9201960.0,8,1,1,Sorbus aucuparia,am,0,8
86,4,9204445.0,8,1,2,Betula seedling/sp,em,0,8
86,4,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
86,5,920810.0,1,2,2,Fagus sylvatica,em,0,2
86,5,9201960.0,1,4,2,Sorbus aucuparia,am,0,4
86,5,9204446.0,1,6,2,Quercus seedling/sp,em,0,6
86,5,920557.0,1,10,2,Corylus avellana,em,0,10
86,5,9204445.0,1,10,2,Betula seedling/sp,em,0,10
86,5,9201960.0,2,2,2,Sorbus aucuparia,am,0,4
86,5,9201789.0,2,3,2,Salix cinerea,d,0,6
86,5,9201789.0,3,1,2,Salix cinerea,d,0,3
86,5,9201960.0,3,3,2,Sorbus aucuparia,am,0,9
86,5,9201789.0,4,1,2,Salix cinerea,d,0,4
86,6,9204446.0,1,2,2,Quercus seedling/sp,em,0,2
86,6,9204445.0,2,2,2,Betula seedling/sp,em,0,4
86,6,9204445.0,3,1,2,Betula seedling/sp,em,0,3
86,6,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
86,6,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
86,6,9204445.0,6,1,2,Betula seedling/sp,em,0,6
86,6,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
86,6,9204446.0,7,3,1,Quercus seedling/sp,em,0,21
86,6,9204445.0,8,1,2,Betula seedling/sp,em,0,8
86,6,9204446.0,8,2,1,Quercus seedling/sp,em,0,16
86,7,920557.0,1,2,1,Corylus avellana,em,0,2
86,7,9204445.0,1,2,1,Betula seedling/sp,em,0,2
86,7,9204446.0,1,3,1,Quercus seedling/sp,em,0,3
86,7,9204446.0,1,14,1,Quercus seedling/sp,em,0,14
86,7,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
86,7,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
86,7,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
86,7,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
86,7,9204446.0,8,3,2,Quercus seedling/sp,em,0,24
86,7,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
86,7,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
86,8,9204446.0,1,12,2,Quercus seedling/sp,em,0,12
86,8,920557.0,1,26,2,Corylus avellana,em,0,26
86,8,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
86,8,920557.0,2,12,2,Corylus avellana,em,0,24
86,8,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
86,8,9204445.0,4,1,2,Betula seedling/sp,em,0,4
86,8,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
86,8,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
86,8,9204446.0,8,3,1,Quercus seedling/sp,em,0,24
86,9,9204446.0,1,2,2,Quercus seedling/sp,em,0,2
86,9,9204446.0,1,30,1,Quercus seedling/sp,em,0,30
86,9,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
86,9,9204446.0,8,2,1,Quercus seedling/sp,em,0,16
86,9,9204446.0,10,2,1,Quercus seedling/sp,em,0,20
86,10,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
86,10,9204446.0,2,2,1,Quercus seedling/sp,em,0,4
86,10,9204446.0,8,4,2,Quercus seedling/sp,em,0,32
86,10,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
86,10,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
86,10,9204446.0,10,2,1,Quercus seedling/sp,em,0,20
86,10,9204446.0,13,1,1,Quercus seedling/sp,em,0,13
86,11,9204445.0,1,2,2,Betula seedling/sp,em,0,2
86,11,9204446.0,1,8,1,Quercus seedling/sp,em,0,8
86,11,9204446.0,2,2,2,Quercus seedling/sp,em,0,4
86,11,9204445.0,2,3,1,Betula seedling/sp,em,0,6
86,11,9204445.0,3,1,1,Betula seedling/sp,em,0,3
86,11,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
86,11,9204446.0,4,4,2,Quercus seedling/sp,em,0,16
86,11,9204445.0,5,1,1,Betula seedling/sp,em,0,5
86,11,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
86,11,9204446.0,6,2,2,Quercus seedling/sp,em,0,12
86,11,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
86,11,9204446.0,12,1,2,Quercus seedling/sp,em,0,12
86,12,9204445.0,1,1,2,Betula seedling/sp,em,0,1
86,12,9204445.0,1,14,1,Betula seedling/sp,em,0,14
86,12,9204445.0,2,1,2,Betula seedling/sp,em,0,2
86,12,9204446.0,4,1,2,Quercus seedling/sp,em,0,4
86,12,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
86,12,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
86,12,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
86,12,9204446.0,11,2,2,Quercus seedling/sp,em,0,22
86,13,9201960.0,1,8,1,Sorbus aucuparia,am,0,8
86,13,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
86,13,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
86,13,9204446.0,8,2,2,Quercus seedling/sp,em,0,16
86,13,9204446.0,10,2,2,Quercus seedling/sp,em,0,20
86,14,9204445.0,2,2,1,Betula seedling/sp,em,0,4
86,14,9204445.0,3,4,1,Betula seedling/sp,em,0,12
86,14,9204445.0,4,1,1,Betula seedling/sp,em,0,4
86,14,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
86,14,9204445.0,5,3,1,Betula seedling/sp,em,0,15
86,14,9204445.0,6,2,1,Betula seedling/sp,em,0,12
