species,mycorrhiza
Florestina tripteris,AM
Flourensia campestris,AM
Flourensia campestris,AM
Flourensia cernua,AM
Flourensia hirta,AM
Flourensia oolepis,AM
Flourensia oolepis,AM
Flourensia oolepis,AM
Flueggea leucopyrus,non-AM
Flueggea suffruticosa,AM
Flueggea virosa,AM
Foeniculum vulgare,AM
Foeniculum vulgare,AM
Foeniculum vulgare,AM
Foeniculum vulgare,AM
Fokienia hodginsii,AM
Fokienia hodginsii,AM
Folioceros ,AM-like
Folioceros fuciformis,AM-like
Forsythia,non-EcM
Forsythia europaea,AM
Forsythia suspensa,AM
Forsythia suspensa,AM
Forsythia viridissima,AM
Fortunearia sinensis,AM
Fortuynia garcinii,AM
Fouquieria diguetii,AM
Fouquieria diguetii,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Foveolina tenella,AM
Fragaria,AM
Fragaria ananassa,AM
Fragaria chiloensis,AM
Fragaria chiloensis,AM
Fragaria nilgerrensis,AM
Fragaria nipponica,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria vesca,nm
Fragaria vesca,nm
Fragaria vesca,nm
Fragaria vesca,nm
Fragaria vesca,AM
Fragaria vesca,AM
Fragaria virginiana,AM
Fragaria virginiana,AM
Fragaria virginiana,nm
Fragaria virginiana,AM
Fragaria viridis,AM
Fragaria viridis,AM
Fragaria viridis,AM
Fragaria viridis,AM
Fragaria viridis,AM
Fragaria x ananassa,AM
Franciscodendron laurifolium,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,nm
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,EcM
Frangula alnus,AM
Frangula alnus,nm
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,AM
Frangula alnus,non-EcM
Frangula alnus,non-EcM
Frangula crenata,AM
Frangula crenata,nm
Frangula purshiana,AM
Frankenia hirsuta,nm
Frankenia hirsuta,nm
Frankenia laevis,nm
Frankenia plicata,AM
Frasera speciosa,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,AM
Fraxinus americana,dual
Fraxinus angustifolia suboxycarpa,AM
Fraxinus chinensis,AM
Fraxinus chinensis subrhynchophylla,AM
Fraxinus chinensis subrhynchophylla,nm
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,nm
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,EcM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,EcM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,AM
Fraxinus excelsior,non-EcM
Fraxinus excelsior,non-EcM
Fraxinus griffithii,AM
Fraxinus griffithii,AM
Fraxinus insularis,AM
Fraxinus insularis,dual
Fraxinus insularis,AM
Fraxinus longicuspis,AM
Fraxinus malacophylla,AM
Fraxinus mandshurica,nm
Fraxinus nigra,AM
Fraxinus nigra,AM
Fraxinus nigra,AM
Fraxinus ornus,AM
Fraxinus ornus,AM
Fraxinus ornus,AM
Fraxinus pennsylvanica,AM
Fraxinus pennsylvanica,AM
Fraxinus pennsylvanica,AM
Fraxinus pennsylvanica,AM
Fraxinus pennsylvanica,dual
Fraxinus pennsylvanica,AM
Fraxinus uhdei,AM
Fraxinus xanthoxyloides,AM
Freycinetia arborea,AM
Fridericia platyphylla,AM
Fritillaria collina,AM
Fritillaria collina,AM
Fritillaria collina,AM
Fritillaria collina,AM
Fritillaria collina,AM
Fritillaria collina,AM
Fritillaria collina,AM
Fritillaria karelinii,AM
Fritillaria karelinii,AM
Fritillaria verticillata,AM
Fritillaria walujewii,AM
Fritillaria walujewii,AM
Fuchsia excorticata,AM
Fuchsia magellanica,AM
Fuirena ciliaris,non-AM
Fuirena ciliaris,nm
Fuirena ciliaris,AM
Fuirena uncinata,non-AM
Fumana procumbens,dual
Fumana thymifolia,AM
Fumaria flabellata,nm
Fumaria muralis,nm
Fumaria officinalis,nm
Fumaria officinalis,AM
Fumaria officinalis,nm
Fumaria vaillantii,nm
Funtumia elastica,AM
Furcraea foetida,AM
Gaertnera ,AM
Gaertnera bieleri,AM
Gagea albertii,AM
Gagea bergii,AM
Gagea bergii,AM
Gagea bohemica,AM
Gagea bohemica,AM
Gagea bulbifera,AM
Gagea bulbifera,nm
Gagea bulbifera,AM
Gagea divaricata,AM
Gagea divaricata,AM
Gagea divaricata,AM
Gagea divaricata,AM
Gagea dschungarica,AM
Gagea fedtschenkoana,AM
Gagea filiformis,AM
Gagea glacialis,AM
Gagea glacialis,AM
Gagea glacialis,AM
Gagea granulosa,AM
Gagea liotardii,AM
Gagea liotardii,AM
Gagea liotardii,AM
Gagea lutea,AM
Gagea lutea,AM
Gagea lutea,AM
Gagea lutea,AM
Gagea lutea,AM
Gagea lutea ,AM
Gagea lutea ,AM
Gagea lutea ,nm
Gagea reticulata,AM
Gagea serotina,AM
Gagea serotina,AM
Gagea serotina,AM
Gagea serotina,OM
Gagea serotina,AM
Gagea stepposa,AM
Gagea tenera,nm
Gagea tenera,AM
Gahnia aspera,AM
Gahnia procera,AM
Gahnia rigida,nm
Gahnia tristis,nm
Gahnia vitiensis,AM
Gahnia xanthocarpa,nm
Gaillardia aestivalis,AM
Gaillardia aristata,AM
Gaillardia aristata,nm
Gaillardia megapotamica,AM
Gaillardia megapotamica,AM
Galactia,nm
Galactia megalophylla,AM
Galactia megalophylla,AM
Galactia tenuiflora,non-AM
Galactia tenuiflora,AM
Galactia tenuiflora,AM
Galactia tenuiflora,AM
Galactites tomentosa,nm
Galanthus nivalis,AM
Galanthus nivalis,AM
Galatella sedifolia,AM
Galatella sedifolia,AM
Galatella sedifolia,AM
Galatella sedifolia,AM
Galax aphylla,AM
Galearis rotundifolia,OM
Galearis spectabilis,OM
Galega orientalis,AM
Galega orientalis,nm
Galega orientalis,nm
Galenia africana,nm
Galeopsis segetum,nm
Galeopsis speciosa,AM
Galeopsis tetrahit,nm
Galeopsis tetrahit,AM
Galeopsis tetrahit,nm
Galinsoga parviflora,AM
Galinsoga parviflora,AM
Galinsoga parviflora,AM
Galinsoga parviflora,AM
Galinsoga parviflora ,AM
Galinsoga parviflora ,AM
Galinsoga quadriradiata,AM
Galinsoga quadriradiata,AM
Galinsoga quadriradiata,AM
Galium,AM
Galium album,nm
Galium album,nm
Galium album,AM
Galium album,AM
Galium album,AM
Galium antarcticum,AM
Galium antarcticum,AM
Galium aparine,AM
Galium aparine,AM
Galium aparine,nm
Galium aparine,AM
Galium aparine,nm
Galium aparine,AM
Galium aparine,AM
Galium aparine,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium boreale,AM
Galium bungei,AM
Galium ciliare,AM
Galium elegans,AM
Galium firmum,AM
Galium hypocarpium,AM
Galium kinuta,AM
Galium labradoricum,AM
Galium latoramosum,AM
Galium latoramosum,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,AM
Galium mollugo,nm
Galium mollugo,nm
Galium mollugo,AM
Galium mollugo,nm
Galium mollugo,nm
Galium mollugo,AM
Galium mollugo,nm
Galium mollugo,AM
Galium mollugo,nm
Galium mollugo,AM
Galium mollugo,AM
Galium murale,AM
Galium odoratum,AM
Galium odoratum,AM
Galium odoratum,AM
Galium odoratum,AM
Galium odoratum,AM
Galium odoratum,nm
Galium odoratum,non-EcM
Galium odoratum,nm
Galium odoratum,AM
Galium odoratum,nm
Galium odoratum,AM
Galium odoratum,nm
Galium odoratum,nm
Galium odoratum,nm
Galium odoratum,AM
Galium odoratum,nm
Galium odoratum,AM
Galium palustre,nm
Galium palustre,AM
Galium palustre,nm
Galium palustre ,nm
Galium palustre ,nm
Galium palustre ,nm
Galium palustre ,AM
Galium palustre ,AM
Galium palustre ,nm
Galium palustre ,AM
Galium palustre ,nm
Galium parisiense,nm
Galium richardianum,AM
Galium rotundifolium,AM
Galium rubioides,AM
Galium rubioides,AM
Galium saurense,AM
Galium saxatile,AM
Galium saxatile ,nm
Galium spurium,AM
Galium spurium,nm
Galium tenuissimum,AM
Galium tenuissimum,nm
Galium tinctorium,AM
Galium tomentosum,nm
Galium triflorum,AM
Galium triflorum,AM
Galium uliginosum,nm
Galium uliginosum,nm
Galium uliginosum ,nm
Galium uliginosum ,nm
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum,AM
Galium verum ,AM
Galium verum ,AM
Galium verum ,AM
Gamblea innovans,AM
Gamblea innovans,AM
Gamochaeta spiciformis,nm
Ganophyllum falcatum,AM
Garcinia,AM
Garcinia ,AM
Garcinia celebica,AM
Garcinia celebica,AM
Garcinia conrauana,AM
Garcinia cowa,AM
Garcinia cowa,nm
Garcinia gnetoides,AM
Garcinia gummi-gutta,AM
Garcinia gummi-gutta,AM
Garcinia indica,AM
Garcinia indica,nm
Garcinia intermedia,AM
Garcinia kola,AM
Garcinia kola,AM
Garcinia lucida,EcM
Garcinia mangostana,AM
Garcinia mannii,AM
Garcinia multiflora,AM
Garcinia multiflora,AM
Garcinia nervosa,AM
Garcinia oblongifolia,AM
Garcinia oblongifolia,nm
Garcinia ovalifolia,AM
Garcinia parvifolia,AM
Garcinia spicata,AM
Garcinia spicata,AM
Garcinia spicata,AM
Garcinia spicata,AM
Garcinia staudtii,AM
Garcinia subelliptica,AM
Garcinia terpnophylla,AM
Garcinia terpnophylla,AM
Garcinia x oblongifolia,AM
Garcinia xanthochymus,AM
Garcinia xanthochymus,AM
Gardenia,AM
Gardenia ,AM
Gardenia ,AM
Gardenia actinocarpa,AM
Gardenia coronaria,AM
Gardenia coronaria,AM
Gardenia coronaria,AM
Gardenia coronaria,AM
Gardenia jasminoides,AM
Gardenia jasminoides,AM
Gardenia jasminoides,AM
Gardenia jasminoides,dual
Gardenia jasminoides,AM
Gardenia jasminoides,AM
Gardenia jasminoides,nm
Gardenia jasminoides,nm
Gardenia megasperma,AM
Gardenia megasperma,AM
Gardenia megasperma,AM
Gardenia ovularis,AM
Gardenia sootepensis,AM
Gardneria multiflora,AM
Garnotia tenella,nm
Garuga pinnata,AM
Garuga pinnata,AM
Gasteria carinata var. verrucosa,AM
Gastrodia cunninghamii,OM
Gastrodia elata,OM
Gastrodia elata,AM
Gastrodia sesamoides,OM
Gastrolobium bilobum,AM
Gastrolobium capitatum,dual
Gastrolobium celsianum,EcM
Gastrolychnis longicarpophora,AM
Gastrolychnis longicarpophora,nm
Gastrolychnis longicarpophora,nm
Gaultheria,ErM
Gaultheria antipoda,ErM
Gaultheria caespitosa,ErM
Gaultheria caespitosa,ErM
Gaultheria erecta,ErM
Gaultheria fragrantissima,AM
Gaultheria hispidula,ErM
Gaultheria macrostigma,ErM
Gaultheria mucronata,ErM
Gaultheria mucronata,ErM
Gaultheria mucronata,ErM
Gaultheria mucronata,ErM
Gaultheria ovatifolia,ErM
Gaultheria phillyreifolia,ErM
Gaultheria poeppigii,AM
Gaultheria procumbens,ErM
Gaultheria procumbens,ErM
Gaultheria pumila var. leucocarpa,ErM
Gaultheria pumila var. leucocarpa,ErM
Gaultheria pyroloides,ErM
Gaultheria pyroloides,EcM
Gaultheria pyroloides,EcM
Gaultheria pyroloides,EcM
Gaultheria rupestris,ErM
Gaultheria shallon,"ErM,EcM"
Gaultheria shallon,"ErM,EcM"
Gaultheria shallon,ErM
Gaultheria shallon,ErM
Gaultheria trichophylla,EcM
Gaura coccinea,AM
Gaya parviflora,AM
Gaya parviflora,AM
Gaya parviflora,AM
Gazania ciliaris,AM
Gazania linearis,AM
Geissorhiza,AM
Geissospermum argenteum,AM
Genipa americana,AM
Genipa americana,AM
Genipa americana,AM
Genipa americana,AM
Genipa americana,nm
Genista hirsuta,AM
Genista tinctoria,AM
Genista tinctoria,AM
Genista tinctoria,AM
Genista tinctoria,AM
Genista tinctoria,AM
Genista tinctoria,AM
Genista tinctoria,AM
Genista tinctoria,nm
Gentiana,AM
Gentiana,AM
Gentiana acaulis,AM
Gentiana algida,AM
Gentiana algida,AM
Gentiana algida,nm
Gentiana algida,nm
Gentiana aquatica,nm
Gentiana aquatica,nm
Gentiana aquatica,AM
Gentiana aquatica,AM
Gentiana aquatica var. pseudoaquatica,AM
Gentiana asclepiadea,AM
Gentiana cruciata,AM
Gentiana cruciata,AM
Gentiana grandiflora,AM
Gentiana grandiflora,AM
Gentiana lutea,AM
Gentiana nivalis,AM
Gentiana nivalis,nm
Gentiana olgae,AM
Gentiana olgae,AM
Gentiana olgae,AM
Gentiana olivieri,AM
Gentiana olivieri,AM
Gentiana parryi,AM
Gentiana pneumonanthe,nm
Gentiana pneumonanthe,AM
Gentiana pneumonanthe,AM
Gentiana prostrata var. karelinii,AM
Gentiana punctata,AM
Gentiana pyrenaica,AM
Gentiana pyrenaica,AM
Gentiana pyrenaica,AM
Gentiana pyrenaica,nm
Gentiana pyrenaica,AM
Gentiana pyrenaica,AM
Gentiana pyrenaica,AM
Gentiana pyrenaica,AM
Gentiana scabra,AM
Gentiana septemfida,AM
Gentiana septemfida,AM
Gentiana septemfida,AM
Gentiana septemfida,AM
Gentiana septemfida,AM
Gentiana septemfida,AM
Gentiana septemfida,AM
Gentiana squarrosa,non-AM
Gentiana verna,AM
Gentiana verna,AM
Gentiana verna,AM
Gentiana verna,AM
Gentiana verna,AM
Gentiana verna,AM
Gentiana verna,AM
Gentiana verna subpontica,AM
Gentiana verna subpontica,AM
Gentiana verna subpontica,AM
Gentiana verna subpontica,AM
Gentiana verna subpontica,nm
Gentiana verna subpontica,nm
Gentiana verna subpontica,nm
Gentiana verna subpontica,nm
Gentiana verna subsp. pontica,AM
Gentianella amarella,AM
Gentianella amarella,AM
Gentianella amarella,AM
Gentianella biebersteinii,AM
Gentianella biebersteinii,AM
Gentianella biebersteinii,AM
Gentianella campestris,AM
Gentianella campestris,AM
Gentianella campestris,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,AM
Gentianella caucasea,nm
Gentianella caucasea,AM
Gentianella germanica,AM
Gentianella germanica,AM
Gentianella germanica,AM
Gentianella germanica,AM
Gentianella multicaulis,AM
Gentianopsis barbata,AM
Gentianopsis detonsa,AM
Gentianopsis thermalis,AM
Geococcus pusillus,AM
Geodorum densiflorum,OM
Geoffroea decorticans,AM
Geoffroea decorticans,AM
Geoffroea decorticans,AM
Geoffroea decorticans,AM
Geophila repens,AM
Geophila repens,AM
Geophila repens,AM
Geosiris,AM
Geosiris aphylla,AM
Geranium albanum,AM
Geranium albiflorum,AM
Geranium albiflorum,AM
Geranium asphodeloides,AM
Geranium carolinianum,AM
Geranium collinum,AM
Geranium dahuricum,AM
Geranium dissectum,AM
Geranium dissectum,AM
Geranium erianthum,AM
Geranium erianthum,AM
Geranium gymnocaulon,AM
Geranium gymnocaulon,AM
Geranium gymnocaulon,AM
Geranium ibericum,AM
Geranium ibericum,AM
Geranium ibericum,AM
Geranium ibericum,AM
Geranium ibericum,nm
Geranium ibericum,nm
Geranium linearilobum,AM
Geranium linearilobum,AM
Geranium linearilobum,AM
Geranium linearilobum,AM
Geranium linearilobum,AM
Geranium lucidum,AM
Geranium lucidum,AM
Geranium lucidum,nm
Geranium macrorrhizum,non-EcM
Geranium maculatum,AM
Geranium molle,AM
Geranium molle,AM
Geranium molle,AM
Geranium molle,nm
Geranium molle,AM
Geranium molle,AM
Geranium nepalense,AM
Geranium nodosum,AM
Geranium nodosum,AM
Geranium nodosum,AM
Geranium platypetalum,AM
Geranium potentilloides,AM
Geranium pratense,AM
Geranium pratense,AM
Geranium pratense,AM
Geranium pratense,AM
Geranium pusillum,AM
Geranium pyrenaicum,AM
Geranium richardsonii,nm
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,nm
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,AM
Geranium robertianum,nm
Geranium robertianum,AM
Geranium robertianum,nm
Geranium robertianum,nm
Geranium ruprechtii,AM
Geranium ruprechtii,AM
Geranium ruprechtii,AM
Geranium ruprechtii,AM
Geranium sanguineum,AM
Geranium sanguineum,nm
Geranium saxatile,AM
Geranium saxatile,AM
Geranium saxatile,AM
Geranium saxatile,AM
Geranium sessiliflorum,AM
Geranium sessiliflorum,AM
Geranium sibiricum,AM
Geranium silvaticum,nm
Geranium silvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,nm
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium sylvaticum,AM
Geranium thunbergii,AM
Geranium tuberosum,AM
Geranium tuberosum,AM
Geranium tuberosum,AM
Geranium viscosissimum,AM
Geranium wilfordii,AM
Geranium yesoense,AM
Gerbera crocea,AM
Getonia floribunda,AM
Geum aleppicum,AM
Geum calthifolium,AM
Geum canadense,AM
Geum glaciale,AM
Geum macrophyllum,AM
Geum montanum,AM
Geum montanum,AM
Geum pentapetalum,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,nm
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,AM
Geum rivale,nm
Geum rivale,AM
Geum rivale,AM
Geum rossii,AM
Geum rossii,AM
Geum rossii,AM
Geum rossii,AM
Geum rossii,AM
Geum triflorum,AM
Geum urbanum,AM
Geum urbanum,AM
Geum urbanum,AM
Geum virginianum,AM
Gevuina avellana,ErM
Gevuina avellana,nm
Gigantochloa albociliata,AM
Gigantochloa nigrociliata,AM
Gilberta tenuifolia,EcM
Gilberta tenuifolia,EcM
Gilbertiodendron ,EcM
Gilbertiodendron brachystegioides,EcM
Gilbertiodendron brachystegioides,EcM
Gilbertiodendron demonstrans,EcM
Gilbertiodendron demonstrans,EcM
Gilbertiodendron dewevrei,EcM
Gilbertiodendron dewevrei,EcM
Gilbertiodendron dewevrei,EcM
Gilbertiodendron dewevrei,dual
Gilbertiodendron dewevrei,dual
Gilbertiodendron ogoouense,EcM
Gilbertiodendron ogoouense,EcM
Gilbertiodendron ogoouense,EcM
Gilbertiodendron preussii,EcM
Gilia tricolor,AM
Ginkgo biloba,AM
Ginkgo biloba,AM
Ginkgo biloba,AM
Ginkgo biloba,AM
Ginkgo biloba,AM
Ginkgo biloba,AM
Ginkgo biloba,AM
Ginkgo biloba,nm
Ginkgo biloba,AM
Ginkgo biloba,nm
Ginkgo biloba,non-EcM
Girardinia diversifolia,AM
Girardinia diversifolia,nm
Gironniera nervosa,EcM
Gironniera subaequalis,nm
Gironniera subaequalis,nm
Gironniera subaequalis,nm
Gironniera x subaequalis,nm
Gisekia pharnaceoides,non-AM
Gisekia pharnaceoides,AM
Gisekia pharnaceoides,AM
Gisekia pharnaceoides,nm
"Give genus and epithet (original), e.g. Acer platanoides. If epithet is not known, give Genus name only (Acer)",SELECT
Givotia moluccana,AM
Gladiolus dalenii,nm
Gladiolus gracilis,nm
Gladiolus hybridus,AM
Gladiolus italicus,AM
Glandularia dissecta,AM
Glandularia dissecta,AM
Glandularia dissecta,AM
Glandularia dissecta,AM
Glandularia peruviana,AM
Glandularia peruviana,AM
Glandularia peruviana,AM
Glaphyropteridopsis erubescens,AM
Glastaria glastifolia,nm
Glaucium corniculatum,AM
Glaucium flavum,nm
Glebionis segetum,AM
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,nm
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,nm
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hederacea,nm
Glechoma hederacea,nm
Glechoma hederacea,AM
Glechoma hederacea,AM
Glechoma hirsuta,AM
Gleditsia,AM
Gleditsia amorphoides,dual
Gleditsia fera,other
Gleditsia horrida,AM
Gleditsia sinensis,AM
Gleditsia triacanthos,AM
Gleditsia triacanthos,AM
Gleditsia triacanthos,AM
Gleditsia triacanthos,dual
Gleditsia triacanthos,non-EcM
Glehnia littoralis,AM
Gleichenia circinnata,AM
Gleichenia cunninghamii,AM
Gleichenia japonica,AM
Gleichenia microphylla,AM
Gleichenia squamulosa,AM
Gleichenia umbraculifera,AM
Glinus lotoides,AM
Glinus oppositifolius,non-AM
Glinus oppositifolius,non-AM
Glinus oppositifolius,AM
Glinus oppositifolius,AM
Glinus oppositifolius,AM
Glinus oppositifolius,AM
Glinus oppositifolius,AM
Gliricidia sepium,AM
Gliricidia sepium,AM
Gliricidia sepium,AM
Gliricidia sepium,AM
Gliricidia sepium,AM
Gliricidia sepium,AM
Glischrocaryon behrii,AM
Globba orixensis,AM
Globba schomburgkii,AM
Glochidion ellipticum,AM
Glochidion ellipticum,nm
Glochidion obovatum,AM
Glochidion puberum,AM
Glochidion wilsonii,AM
Glochidion wrightii,AM
Glochidion wrightii,nm
Glochidion zeylanicum,AM
Gloriosa superba,AM
Gloriosa superba,AM
Gloriosa superba,AM
Gloriosa superba,AM
Gloriosa superba,AM
Glossocalyx longicuspis,AM
Glossocardia bidens,AM
Glossocardia bosvallia,non-AM
Glossostigma diandrum,non-AM
Glossostigma elatinoides,AM
Glossostigma submersum,AM
Glossostigma submersum,AM
Glyceria acutiflora,nm
Glyceria fluitans,nm
Glyceria fluitans,nm
Glyceria fluitans,AM
Glyceria leptorhiza,AM
Glyceria maxima,nm
Glyceria maxima,nm
Glyceria maxima,nm
Glyceria maxima ,nm
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,AM
Glyceria notata,nm
Glyceria notata,AM
Glyceria striata,AM
Glyceria striata,AM
Glyceria tonglensis,nm
Glycine clandestina,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine soja,AM
Glycine tomentella,AM
Glycosmis lucida,AM
Glycosmis mauritiana,AM
Glycosmis pentaphylla,AM
Glycosmis pentaphylla,AM
Glycosmis puberula var. subsessilis,EcM
Glycosmis puberula var. subsessilis,dual
Glycosmis trifoliata,AM
Glycydendron amazonicum,AM
Glycyrrhiza aspera,AM
Glycyrrhiza glabra,AM
Glycyrrhiza glabra,AM
Glycyrrhiza glabra,AM
Glycyrrhiza glabra,AM
Glycyrrhiza korshinskyi,AM
Glycyrrhiza lepidota,AM
Glycyrrhiza uralensis,AM
Glycyrrhiza uralensis,AM
Glyptostrobus pensilis,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina arborea,AM
Gmelina asiatica,AM
Gmelina asiatica,AM
Gmelina asiatica,AM
Gmelina philippensis,AM
Gmelina philippensis,AM
Gmelina philippensis,AM
Gmelina schlechteri,AM
Gnaphalium americanum,AM
Gnaphalium norvegicum,AM
Gnaphalium norvegicum,AM
Gnaphalium norvegicum,AM
Gnaphalium norvegicum,AM
Gnaphalium norvegicum,AM
Gnaphalium norvegicum,AM
Gnaphalium norvegicum,AM
Gnaphalium pensylvanicum,AM
Gnaphalium polycaulon,AM
Gnaphalium purpureum,AM
Gnaphalium purpureum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium supinum,AM
Gnaphalium sylvaticum,AM
Gnaphalium sylvaticum,AM
Gnaphalium sylvaticum,AM
Gnaphalium sylvaticum,AM
Gnaphalium sylvaticum,AM
Gnaphalium sylvaticum,AM
Gnaphalium uliginosum,AM
Gnaphalium uliginosum,AM
Gnaphalium uliginosum,AM
Gnaphalium uliginosum,AM
Gnaphalium uliginosum,AM
Gnaphalium uliginosum,AM
Gnaphalium uliginosum,AM
Gnephosis acicularis,EcM
Gnephosis angianthoides,AM
Gnephosis arachnoidea,AM
Gnephosis arachnoidea,AM
Gnephosis brevifolia,EcM
